season,rank,team,rating,wins,losses,best_win_name,best_win_elo
2024,1,UConn,2596.640238314171,37,3,Purdue,2577.839361257907
2024,2,Purdue,2577.839361257907,34,5,Arizona,2442.26102259175
2024,3,Houston,2507.462171888375,32,5,Baylor,2342.0659306339435
2024,4,North Carolina,2471.5418132089103,29,8,Tennessee,2434.908390308899
2024,5,Arizona,2442.26102259175,27,9,Duke,2345.3996822879294
2024,6,Tennessee,2434.908390308899,27,9,Auburn,2363.3269747368663
2024,7,Marquette,2374.8314886125495,27,10,Illinois,2350.125916641863
2024,8,Auburn,2363.3269747368663,27,8,South Carolina,2309.032652917212
2024,9,Illinois,2350.125916641863,29,9,Wisconsin,2291.9276539678326
2024,10,Duke,2345.3996822879294,27,9,Houston,2507.462171888375
2024,11,Baylor,2342.0659306339435,24,11,Auburn,2363.3269747368663
2024,12,Kansas,2333.84303689839,23,11,UConn,2596.640238314171
2024,13,Colorado St,2322.3272351591177,25,11,Creighton,2305.5107668574033
2024,14,Clemson,2322.2274091710656,24,12,North Carolina,2471.5418132089103
2024,15,South Carolina,2309.032652917212,26,8,Tennessee,2434.908390308899
2024,16,Alabama,2308.310657147182,25,12,North Carolina,2471.5418132089103
2024,17,Creighton,2305.5107668574033,25,10,UConn,2596.640238314171
2024,18,Gonzaga,2303.354859291628,27,8,Kansas,2333.84303689839
2024,19,San Diego St,2301.4361176875805,26,11,Colorado St,2322.3272351591177
2024,20,Wisconsin,2291.9276539678326,22,14,Purdue,2577.839361257907
2024,21,Dayton,2289.1796865235588,26,8,Nevada,2211.1037611083825
2024,22,Grand Canyon,2275.723868840191,30,5,San Diego St,2301.4361176875805
2024,23,Kentucky,2274.448671178716,23,10,North Carolina,2471.5418132089103
2024,24,Iowa State,2274.443282316003,29,8,Houston,2507.462171888375
2024,25,BYU,2270.564188353473,23,11,Baylor,2342.0659306339435
2024,26,Ole Miss,2268.1927942717884,20,12,Florida,2255.4871636326952
2024,27,Florida,2255.4871636326952,24,12,Auburn,2363.3269747368663
2024,28,Mississippi St,2254.4098028695516,21,14,Tennessee,2434.908390308899
2024,29,Oklahoma,2251.2744500517233,20,12,Iowa State,2274.443282316003
2024,30,Northwestern,2245.5141049031686,22,12,Purdue,2577.839361257907
2024,31,FAU,2240.140757189618,25,9,Arizona,2442.26102259175
2024,32,Utah State,2231.582306483958,28,7,Colorado St,2322.3272351591177
2024,33,New Mexico,2222.8317643055602,26,10,Colorado St,2322.3272351591177
2024,34,Nebraska,2219.386194968024,23,11,Purdue,2577.839361257907
2024,35,Nevada,2211.1037611083825,26,8,Colorado St,2322.3272351591177
2024,36,Colorado,2210.913944389978,26,11,Florida,2255.4871636326952
2024,37,Michigan St,2210.5525338708826,20,15,Illinois,2350.125916641863
2024,38,Providence,2210.086983241659,21,14,Marquette,2374.8314886125495
2024,39,Utah,2208.6794233464775,22,15,BYU,2270.564188353473
2024,40,Texas A&M,2194.205520220408,21,15,Tennessee,2434.908390308899
2024,41,Indiana St,2191.4588128024475,32,7,Utah,2208.6794233464775
2024,42,Wake Forest,2189.635453359924,21,14,Duke,2345.3996822879294
2024,43,James Madison,2179.8532500702768,32,4,Wisconsin,2291.9276539678326
2024,44,Texas,2177.2787772775487,21,13,Baylor,2342.0659306339435
2024,45,Virginia,2176.384785569818,23,11,Clemson,2322.2274091710656
2024,46,Cincinnati,2175.7051226748554,22,15,Kansas,2333.84303689839
2024,47,Drake,2172.619792809537,28,7,Nevada,2211.1037611083825
2024,48,Ohio State,2166.2425659318847,22,14,Purdue,2577.839361257907
2024,49,Syracuse,2164.0132282845348,20,12,North Carolina,2471.5418132089103
2024,50,Virginia Tech,2163.187427102167,19,15,Clemson,2322.2274091710656
2024,51,Villanova,2163.0587440108216,18,16,North Carolina,2471.5418132089103
2024,52,Texas Tech,2162.642040792058,23,11,Baylor,2342.0659306339435
2024,53,St John's,2161.055409713612,20,13,Creighton,2305.5107668574033
2024,54,Saint Mary's,2155.6464182815216,26,8,Colorado St,2322.3272351591177
2024,55,Xavier,2151.080000598569,16,18,Providence,2210.086983241659
2024,56,Oregon,2149.3101588683066,24,12,Arizona,2442.26102259175
2024,57,TCU,2143.5422169628405,21,13,Houston,2507.462171888375
2024,58,Miami,2136.9030069292244,15,17,Clemson,2322.2274091710656
2024,59,Butler,2135.250881428025,18,15,Marquette,2374.8314886125495
2024,60,Princeton,2134.045918745518,24,5,Duquesne,2054.9918446968686
2024,61,McNeese,2133.610825053811,30,4,VCU,2063.2508788370815
2024,62,NC State,2132.581328333138,26,15,North Carolina,2471.5418132089103
2024,63,Memphis,2132.060815175435,22,10,Clemson,2322.2274091710656
2024,64,Boise St,2131.6866597866,22,11,Colorado St,2322.3272351591177
2024,65,Washington St,2114.6865232550313,25,10,Arizona,2442.26102259175
2024,66,Indiana,2111.326022699765,19,14,Wisconsin,2291.9276539678326
2024,67,Iowa,2102.7294701990804,19,15,Wisconsin,2291.9276539678326
2024,68,Florida St,2100.1606440280784,17,16,Colorado,2210.913944389978
2024,69,Bradley,2094.6597426568983,23,12,Utah State,2231.582306483958
2024,70,Pitt,2093.3706047440346,22,11,Duke,2345.3996822879294
2024,71,Seton Hall,2088.170121664408,25,12,UConn,2596.640238314171
2024,72,Boston College,2087.1755463601507,20,16,Clemson,2322.2274091710656
2024,73,Samford,2085.5531236578927,29,6,W Carolina,1935.5446684958285
2024,74,SMU,2085.39464372472,20,13,Memphis,2132.060815175435
2024,75,Washington,2082.808921062519,17,15,Gonzaga,2303.354859291628
2024,76,Kansas St,2081.890796645229,19,15,Baylor,2342.0659306339435
2024,77,Georgia,2065.651574996385,20,17,South Carolina,2309.032652917212
2024,78,George Mason,2065.4993365716523,20,12,Dayton,2289.1796865235588
2024,79,VCU,2063.2508788370815,24,14,Dayton,2289.1796865235588
