season,rank,team,rating,wins,losses,best_win_name,best_win_elo
2021,1,Gonzaga,2660.068701542829,31,1,USC,2323.14700279149
2021,2,Baylor,2580.0887601092586,28,2,Gonzaga,2660.068701542829
2021,3,Michigan,2366.2168153768744,23,5,Iowa,2232.142009019023
2021,4,Houston,2358.3173497467365,28,4,Texas Tech,2154.8677194901834
2021,5,USC,2323.14700279149,25,8,Oregon,2207.986697036077
2021,6,Illinois,2292.623218933242,24,7,Michigan,2366.2168153768744
2021,7,Texas,2256.253730329089,19,8,Oklahoma St,2255.195064942165
2021,8,Oklahoma St,2255.195064942165,21,9,Baylor,2580.0887601092586
2021,9,Iowa,2232.142009019023,22,9,Ohio State,2227.854721741634
2021,10,Ohio State,2227.854721741634,21,10,Michigan,2366.2168153768744
2021,11,Alabama,2220.358132139382,26,7,Tennessee,2190.027169989203
2021,12,West Virginia,2219.70368091527,19,10,Texas,2256.253730329089
2021,13,Colorado,2212.450860787284,23,9,USC,2323.14700279149
2021,14,Oregon,2207.986697036077,21,7,Iowa,2232.142009019023
2021,15,San Diego St,2194.191688883383,23,5,UCLA,2181.3328670671312
2021,16,BYU,2192.1047688578524,20,7,San Diego St,2194.191688883383
2021,17,Tennessee,2190.027169989203,18,9,Colorado,2212.450860787284
2021,18,Arizona,2181.470757030554,17,9,USC,2323.14700279149
2021,19,UCLA,2181.3328670671312,22,10,Michigan,2366.2168153768744
2021,20,Kansas,2177.165086108845,21,9,Baylor,2580.0887601092586
2021,21,Wisconsin,2176.684843398575,18,13,Loyola Chicago,2146.7191799902516
2021,22,Arkansas,2168.4904025988158,25,7,Alabama,2220.358132139382
2021,23,Clemson,2161.222813196992,16,8,Alabama,2220.358132139382
2021,24,Virginia,2158.2530201488403,18,7,Clemson,2161.222813196992
2021,25,Texas Tech,2154.8677194901834,18,11,Texas,2256.253730329089
2021,26,Missouri,2152.0561897711714,16,10,Illinois,2292.623218933242
2021,27,Florida St,2150.9920596104357,18,7,Colorado,2212.450860787284
2021,28,Villanova,2147.2722434709476,18,7,Texas,2256.253730329089
2021,29,Loyola Chicago,2146.7191799902516,26,5,Illinois,2292.623218933242
2021,30,LSU,2116.7960600455003,19,10,Tennessee,2190.027169989203
2021,31,Purdue,2103.3812984973615,18,10,Ohio State,2227.854721741634
2021,32,Minnesota,2098.3898520294056,14,15,Michigan,2366.2168153768744
2021,33,Creighton,2096.978360088928,22,9,Villanova,2147.2722434709476
2021,34,Rutgers,2094.181190399554,16,12,Illinois,2292.623218933242
2021,35,Memphis,2085.8837720130655,20,8,Wichita St,2084.0420946720456
2021,36,Wichita St,2084.0420946720456,16,6,Houston,2358.3173497467365
2021,37,Winthrop,2079.4350117239155,23,2,Furman,1875.0143718007907
2021,38,St Bonaventure,2064.388174857604,16,5,VCU,2048.6287417003973
2021,39,Stanford,2057.315782300369,14,13,Alabama,2220.358132139382
2021,40,Florida,2053.4217211842374,15,10,West Virginia,2219.70368091527
2021,41,Virginia Tech,2053.1975442938306,15,7,Clemson,2161.222813196992
2021,42,VCU,2048.6287417003973,19,7,Memphis,2085.8837720130655
2021,43,North Carolina,2047.781702390515,18,11,Florida St,2150.9920596104357
2021,44,SMU,2047.2798164911767,11,6,Memphis,2085.8837720130655
2021,45,Louisville,2043.59151540676,13,7,Virginia Tech,2053.1975442938306
2021,46,Boise St,2043.278354011301,19,9,BYU,2192.1047688578524
2021,47,Oklahoma,2042.2462185720353,16,11,Texas,2256.253730329089
2021,48,Drake,2039.8542097867619,26,5,Loyola Chicago,2146.7191799902516
2021,49,UConn,2035.251289024532,15,8,USC,2323.14700279149
2021,50,Penn State,2032.68188128245,11,14,Wisconsin,2176.684843398575
2021,51,Indiana,2030.1859688843629,12,15,Iowa,2232.142009019023
2021,52,Xavier,2015.408368137846,13,8,Creighton,2096.978360088928
2021,53,Maryland,2006.216136164949,17,14,Illinois,2292.623218933242
2021,54,Saint Mary's,2002.175202073523,14,10,Colorado St,1936.8976511401993
2021,55,Oregon St,1993.321460667545,20,13,USC,2323.14700279149
2021,56,Utah,1989.3013448164168,12,13,USC,2323.14700279149
2021,57,Western KY,1988.108816983411,21,8,Alabama,2220.358132139382
2021,58,Georgia Tech,1985.3863412358235,17,9,Clemson,2161.222813196992
2021,59,Richmond,1983.3259031864898,14,9,Loyola Chicago,2146.7191799902516
2021,60,Washington St,1973.2626448002547,14,13,Oregon,2207.986697036077
2021,61,Colgate,1972.3235264304985,14,2,Army,1665.8330503185198
2021,62,Saint Louis,1968.659181668594,14,7,LSU,2116.7960600455003
2021,63,Michigan St,1959.5573257065291,15,13,Michigan,2366.2168153768744
2021,64,Syracuse,1956.3094963243057,18,10,West Virginia,2219.70368091527
2021,65,Auburn,1951.8154435858903,13,14,Tennessee,2190.027169989203
2021,66,Abilene Chrstn,1950.4229162793665,24,5,Texas,2256.253730329089
2021,67,Seton Hall,1949.2019256138292,14,13,UConn,2035.251289024532
2021,68,Louisiana Tech,1947.5796093465694,24,8,Western KY,1988.108816983411
2021,69,Ole Miss,1945.6211785683015,16,12,Tennessee,2190.027169989203
