season,rank,team,rating,wins,losses,best_win_name,best_win_elo
2016,1,Villanova,2523.399667061912,34,5,North Carolina,2510.9420069806033
2016,2,North Carolina,2510.9420069806033,33,7,Virginia,2502.792329844412
2016,3,Oklahoma,2503.570811960231,28,8,Villanova,2523.399667061912
2016,4,Virginia,2502.792329844412,28,8,Villanova,2523.399667061912
2016,5,Michigan St,2481.197680511204,28,6,Kansas,2470.044768002884
2016,6,Kansas,2470.044768002884,33,5,Oklahoma,2503.570811960231
2016,7,Xavier,2431.0285177273267,27,6,Villanova,2523.399667061912
2016,8,Miami,2403.478331559013,26,8,Virginia,2502.792329844412
2016,9,West Virginia,2379.418122915427,25,9,Oklahoma,2503.570811960231
2016,10,Iowa,2370.6879116253976,22,11,Michigan St,2481.197680511204
2016,11,Maryland,2363.7989861102155,26,9,Iowa,2370.6879116253976
2016,12,SMU,2343.9135114641804,25,5,Gonzaga,2237.106306785969
2016,13,Oregon,2340.4112064977326,30,7,Arizona,2322.3382631878144
2016,14,Iowa State,2335.6383898769477,23,12,Oklahoma,2503.570811960231
2016,15,Louisville,2329.537997574009,23,8,North Carolina,2510.9420069806033
2016,16,Arizona,2322.3382631878144,25,9,Gonzaga,2237.106306785969
2016,17,Purdue,2314.9921629361233,26,9,Michigan St,2481.197680511204
2016,18,Utah,2306.8759680648477,27,8,Arizona,2322.3382631878144
2016,19,Texas A&M,2297.2736387352334,28,9,Iowa State,2335.6383898769477
2016,20,Duke,2295.7584726286864,24,11,North Carolina,2510.9420069806033
2016,21,Indiana,2288.8648637944148,27,8,Iowa,2370.6879116253976
2016,22,Providence,2258.685557949607,24,11,Villanova,2523.399667061912
2016,23,Kentucky,2257.511935280246,26,9,Louisville,2329.537997574009
2016,24,Seton Hall,2248.8552461770773,24,9,Villanova,2523.399667061912
2016,25,Dayton,2247.900309121252,25,8,Iowa,2370.6879116253976
2016,26,Notre Dame,2245.1946370199107,24,12,North Carolina,2510.9420069806033
2016,27,Gonzaga,2237.106306785969,28,8,Utah,2306.8759680648477
2016,28,Baylor,2229.6332680879646,21,12,Iowa State,2335.6383898769477
2016,29,Saint Mary's,2225.8626764478986,29,6,Gonzaga,2237.106306785969
2016,30,Saint Joseph's,2213.977905208986,28,8,Dayton,2247.900309121252
2016,31,UConn,2213.6036534087084,25,11,SMU,2343.9135114641804
2016,32,Wisconsin,2212.173372219294,22,12,Michigan St,2481.197680511204
2016,33,Pitt,2211.5952526107176,20,12,Duke,2295.7584726286864
2016,34,California,2201.9168355482657,22,11,Oregon,2340.4112064977326
2016,35,Florida St,2189.0364507085446,20,13,Virginia,2502.792329844412
2016,36,Butler,2187.0073940335883,21,11,Purdue,2314.9921629361233
2016,37,Texas Tech,2183.263115187844,18,13,Oklahoma,2503.570811960231
2016,38,Texas,2181.925445952694,20,13,North Carolina,2510.9420069806033
2016,39,South Carolina,2180.3613659245457,24,9,Texas A&M,2297.2736387352334
2016,40,Cincinnati,2179.2207166487883,22,11,SMU,2343.9135114641804
2016,41,Syracuse,2177.7485929749464,23,14,Virginia,2502.792329844412
2016,42,Florida,2177.3966270018254,21,15,West Virginia,2379.418122915427
2016,43,USC,2173.857396138019,21,13,Arizona,2322.3382631878144
2016,44,Michigan,2160.6282246992023,23,12,Maryland,2363.7989861102155
2016,45,Georgia Tech,2159.9586132517634,21,15,Virginia,2502.792329844412
2016,46,G Washington,2153.904255802649,28,10,Virginia,2502.792329844412
2016,47,Colorado,2151.964298418461,21,12,Oregon,2340.4112064977326
2016,48,Valparaiso,2149.2058409900956,30,7,Saint Mary's,2225.8626764478986
2016,49,VCU,2147.8459149050514,25,10,Saint Joseph's,2213.977905208986
2016,50,Little Rock,2146.5949542123963,30,5,Purdue,2314.9921629361233
2016,51,San Diego St,2136.7687583691873,28,10,California,2201.9168355482657
2016,52,Kansas St,2136.093576631478,16,16,Oklahoma,2503.570811960231
2016,53,Wichita St,2131.335573685207,26,9,Arizona,2322.3382631878144
2016,54,Oregon St,2125.975589704901,19,13,Oregon,2340.4112064977326
2016,55,Hawai'i,2123.982513149764,28,6,California,2201.9168355482657
2016,56,Vanderbilt,2122.3426325844157,19,14,Texas A&M,2297.2736387352334
2016,57,Creighton,2120.071024630268,20,15,Xavier,2431.0285177273267
2016,58,Georgia,2096.720961964095,19,14,South Carolina,2180.3613659245457
2016,59,UCLA,2083.362114441001,15,17,Arizona,2322.3382631878144
2016,60,Washington,2077.179617381506,19,15,Texas,2181.925445952694
2016,61,Tulsa,2074.171151869576,19,12,SMU,2343.9135114641804
2016,62,Arizona St,2067.769801854546,15,17,Texas A&M,2297.2736387352334
2016,63,Temple,2058.407358436126,21,11,SMU,2343.9135114641804
2016,64,Stanford,2054.8679113985013,15,15,Oregon,2340.4112064977326
2016,65,Evansville,2054.045336737287,25,9,UC Irvine,1976.1427044356708
2016,66,Akron,2050.9127550464636,26,9,Arkansas,1966.0854970897121
2016,67,Northwestern,2049.7075861561766,19,12,Wisconsin,2212.173372219294
2016,68,Houston,2048.5342805067244,22,10,SMU,2343.9135114641804
2016,69,BYU,2043.9921260106858,25,11,Gonzaga,2237.106306785969
2016,70,Ohio State,2036.0759830084316,21,13,Iowa,2370.6879116253976
2016,71,Marquette,2030.5861973374754,20,13,Providence,2258.685557949607
2016,72,St Bonaventure,2029.622141849049,22,9,Dayton,2247.900309121252
2016,73,William & Mary,2028.089644525807,20,11,NC State,1997.7388838485358
2016,74,Oklahoma St,2021.4661040365131,12,19,Kansas,2470.044768002884
2016,75,Grand Canyon,2020.6365731719195,27,7,San Diego St,2136.7687583691873
2016,76,Boise St,2020.2098172502085,20,12,Oregon,2340.4112064977326
2016,77,S Dakota St,2018.733787897682,26,8,MTSU,1874.7367842581418
2016,78,Virginia Tech,2015.7317717992837,20,15,Virginia,2502.792329844412
2016,79,Davidson,2013.2805564107794,20,13,Saint Joseph's,2213.977905208986
2016,80,Alabama,2007.372688178577,17,15,Texas A&M,2297.2736387352334
2016,81,Monmouth,2003.997402521575,28,8,Notre Dame,2245.1946370199107
2016,82,NC State,1997.7388838485358,16,17,Miami,2403.478331559013
2016,83,UNLV,1996.2069864915316,18,15,Oregon,2340.4112064977326
2016,84,Chattanooga,1993.3364578781595,29,6,Dayton,2247.900309121252
2016,85,Georgetown,1985.6718378547175,14,18,Xavier,2431.0285177273267
2016,86,Clemson,1983.2990741435617,17,14,Miami,2403.478331559013
2016,87,Rhode Island,1982.4239936770064,17,15,Dayton,2247.900309121252
2016,88,UNC Wilmington,1978.2753553993396,25,8,William & Mary,2028.089644525807
2016,89,Ole Miss,1978.0360267947383,19,12,Vanderbilt,2122.3426325844157
2016,90,James Madison,1976.3473669555592,20,11,William & Mary,2028.089644525807
2016,91,UC Irvine,1976.1427044356708,28,10,Long Beach St,1939.8297871918555
2016,92,LSU,1975.594806103032,19,14,Texas A&M,2297.2736387352334
2016,93,Memphis,1970.5091169031518,19,15,Cincinnati,2179.2207166487883
2016,94,Arkansas,1966.0854970897121,15,16,Texas A&M,2297.2736387352334
2016,95,UAB,1964.475093972884,26,7,SF Austin,1949.3810462208799
2016,96,New Mexico,1963.9802003591217,17,15,Boise St,2020.2098172502085
2016,97,Hofstra,1963.502820067579,23,10,St Bonaventure,2029.622141849049
2016,98,Richmond,1961.019226399314,16,16,California,2201.9168355482657
2016,99,Princeton,1960.7399868280147,22,7,Yale,1938.7783413447703
2016,100,SF Austin,1949.3810462208799,28,6,West Virginia,2379.418122915427
2016,101,Stony Brook,1945.4192903626365,26,7,Hofstra,1963.502820067579
2016,102,S Illinois,1942.9264028436612,22,10,Northern Iowa,1921.636296905718
2016,103,Long Beach St,1939.8297871918555,20,14,Seton Hall,2248.8552461770773
2016,104,Yale,1938.7783413447703,23,7,Baylor,2229.6332680879646
2016,105,Wake Forest,1934.1067906529422,11,20,Indiana,2288.8648637944148
2016,106,Fresno St,1929.9141949428843,25,10,San Diego St,2136.7687583691873
2016,107,Tennessee,1928.958095109602,15,19,Kentucky,2257.511935280246
2016,108,Charleston,1926.1468617236153,17,14,James Madison,1976.3473669555592
2016,109,Northern Iowa,1921.636296905718,23,13,North Carolina,2510.9420069806033
2016,110,Illinois,1916.2631688656754,15,19,Iowa,2370.6879116253976
2016,111,Oakland,1906.0097642826834,23,12,Washington,2077.179617381506
2016,112,Nebraska,1905.2907540604672,16,18,Michigan St,2481.197680511204
2016,113,Ohio,1904.4487621363196,23,11,N Illinois,1877.0171432913505
2016,114,Penn State,1900.662054128246,16,15,Iowa,2370.6879116253976
2016,115,Louisiana Tech,1894.372399974852,23,10,Ohio State,2036.0759830084316
2016,116,N Illinois,1877.0171432913505,21,13,Akron,2050.9127550464636
2016,117,MTSU,1874.7367842581418,25,10,Michigan St,2481.197680511204
2016,118,Texas A&M-CC,1870.8287551206474,25,8,Elon,1805.750358565027
2016,119,UT Arlington,1866.7896586623626,23,11,Memphis,1970.5091169031518
2016,120,Columbia,1866.784201174662,25,9,UC Irvine,1976.1427044356708
2016,121,Belmont,1865.7330166729903,20,12,Valparaiso,2149.2058409900956
2016,122,Purdue FW,1862.3337460583703,24,10,S Dakota St,2018.733787897682
2016,123,Mississippi St,1859.2914414839456,14,16,South Carolina,2180.3613659245457
2016,124,Towson,1856.3047636825352,20,12,William & Mary,2028.089644525807
2016,125,Old Dominion,1853.42822261813,25,13,Rhode Island,1982.4239936770064
2016,126,Nevada,1846.7319202114893,24,14,UNLV,1996.2069864915316
2016,127,TCU,1840.5010528259559,12,21,Texas Tech,2183.263115187844
2016,128,Kent State,1840.399710833612,19,13,Akron,2050.9127550464636
2016,129,Morehead St,1840.323275339321,23,14,Ohio,1904.4487621363196
2016,130,Northeastern,1839.3354475477968,17,15,Miami,2403.478331559013
2016,131,Utah State,1838.8119248449373,15,15,New Mexico,1963.9802003591217
2016,132,Milwaukee,1837.813585488372,19,13,Wisconsin,2212.173372219294
2016,133,New Mexico St,1827.366690432056,23,11,Grand Canyon,2020.6365731719195
2016,134,Duquesne,1826.0997178226842,16,17,Saint Joseph's,2213.977905208986
2016,135,Weber St,1823.8350384168655,26,9,S Dakota St,2018.733787897682
2016,136,Ball State,1822.9591561224488,21,13,Valparaiso,2149.2058409900956
2016,137,Colorado St,1822.3381537242635,18,16,Boise St,2020.2098172502085
2016,138,Albany,1819.7154712421443,24,9,Stony Brook,1945.4192903626365
2016,139,UNC Asheville,1817.522985200523,22,12,Georgetown,1985.6718378547175
2016,140,North Florida,1816.5741760440374,22,12,Illinois,1916.2631688656754
2016,141,ETSU,1814.457968926594,24,11,Georgia Tech,2159.9586132517634
2016,142,Illinois St,1814.3603583896197,18,14,Wichita St,2131.335573685207
2016,143,High Point,1814.1540236700637,21,11,UNC Asheville,1817.522985200523
2016,144,Missouri,1811.0815529649,10,21,South Carolina,2180.3613659245457
2016,145,Bakersfield,1810.0151515317386,23,9,Grand Canyon,2020.6365731719195
2016,146,Pepperdine,1809.4798126963901,18,14,Saint Mary's,2225.8626764478986
2016,147,UMass,1809.412010346991,14,18,VCU,2147.8459149050514
2016,148,E Michigan,1807.3544027105659,17,15,N Illinois,1877.0171432913505
2016,149,Buffalo,1806.8954297487714,20,15,Akron,2050.9127550464636
2016,150,UCSB,1806.2135482696367,19,14,Washington,2077.179617381506
2016,151,Elon,1805.750358565027,16,16,James Madison,1976.3473669555592
2016,152,Green Bay,1801.8371108758781,23,13,Valparaiso,2149.2058409900956
2016,153,Fordham,1801.2891641131262,17,14,Davidson,2013.2805564107794
2016,154,Iona,1797.3357004919162,21,11,Monmouth,2003.997402521575
2016,155,Washington St,1796.068010940456,8,22,UCLA,2083.362114441001
2016,156,Georgia St,1795.1576519234093,16,14,MTSU,1874.7367842581418
2016,157,Siena,1794.6105235324546,20,13,St Bonaventure,2029.622141849049
2016,158,N Dakota St,1789.8443202684396,20,13,S Dakota St,2018.733787897682
2016,159,Mercer,1788.3429515915739,19,15,Arkansas,1966.0854970897121
2016,160,Toledo,1785.5256218163795,17,15,Akron,2050.9127550464636
2016,161,Omaha,1781.137773159422,18,14,Grand Canyon,2020.6365731719195
2016,162,Indiana St,1775.6053380062492,14,17,Evansville,2054.045336737287
2016,163,DePaul,1763.5872298989873,9,21,Providence,2258.685557949607
2016,164,Winthrop,1763.3848812438803,22,9,UNC Asheville,1817.522985200523
2016,165,Murray St,1761.4070825449578,17,13,MTSU,1874.7367842581418
2016,166,Auburn,1759.1047636565017,10,20,Kentucky,2257.511935280246
2016,167,UCF,1755.8249954689597,12,18,UMass,1809.412010346991
2016,168,Oral Roberts,1752.6118316983311,13,17,Tulsa,2074.171151869576
