season,rank,team,rating,wins,losses,best_win_name,best_win_elo
2012,1,Kentucky,2739.598173108458,38,2,Kansas,2470.250998642609
2012,2,Syracuse,2568.9253548191355,34,3,Louisville,2315.0561963402433
2012,3,Kansas,2470.250998642609,32,7,Ohio State,2470.017411970923
2012,4,Ohio State,2470.017411970923,31,8,Syracuse,2568.9253548191355
2012,5,North Carolina,2450.791067296212,32,6,Michigan St,2431.076583843725
2012,6,Missouri,2444.1318254117773,30,5,Kansas,2470.250998642609
2012,7,Baylor,2433.1608467872234,30,8,Kansas,2470.250998642609
2012,8,Michigan St,2431.076583843725,29,8,Ohio State,2470.017411970923
2012,9,Duke,2421.7802841360763,27,7,Kansas,2470.250998642609
2012,10,Murray St,2380.5154041597903,31,2,Saint Mary's,2231.9900533890914
2012,11,Indiana,2353.3725137861393,27,9,Kentucky,2739.598173108458
2012,12,Louisville,2315.0561963402433,30,10,Michigan St,2431.076583843725
2012,13,Marquette,2311.0823355539815,27,8,Murray St,2380.5154041597903
2012,14,Michigan,2304.301005769492,24,10,Ohio State,2470.017411970923
2012,15,Wisconsin,2303.957649593236,26,10,Ohio State,2470.017411970923
2012,16,Florida,2283.723891488575,26,11,Marquette,2311.0823355539815
2012,17,Georgetown,2277.21748010634,24,9,Louisville,2315.0561963402433
2012,18,Gonzaga,2265.1364443205075,26,7,Saint Mary's,2231.9900533890914
2012,19,UNLV,2265.065911868583,26,9,North Carolina,2450.791067296212
2012,20,Kansas St,2259.823387164221,22,11,Missouri,2444.1318254117773
2012,21,Alabama,2238.2354855576014,21,12,Wichita St,2237.176952550921
2012,22,Virginia,2237.6027595684577,22,10,Michigan,2304.301005769492
2012,23,Wichita St,2237.176952550921,27,6,UNLV,2265.065911868583
2012,24,Saint Mary's,2231.9900533890914,27,6,Gonzaga,2265.1364443205075
2012,25,Vanderbilt,2210.9975124412163,25,11,Kentucky,2739.598173108458
2012,26,Florida St,2206.012230647189,25,10,North Carolina,2450.791067296212
2012,27,Memphis,2199.1970810649564,26,9,Xavier,2149.6420701180596
2012,28,Creighton,2198.295787430769,29,6,Alabama,2238.2354855576014
2012,29,California,2198.2487789371003,24,10,Stanford,2099.6268743526107
2012,30,Seton Hall,2187.8470085853087,21,13,Georgetown,2277.21748010634
2012,31,Saint Louis,2175.2223871023125,26,8,Memphis,2199.1970810649564
2012,32,San Diego St,2173.0009226131156,26,8,UNLV,2265.065911868583
2012,33,UConn,2172.4299724809853,20,14,Florida St,2206.012230647189
2012,34,Purdue,2171.9159097298566,22,13,Michigan,2304.301005769492
2012,35,New Mexico,2171.4206864877165,28,7,UNLV,2265.065911868583
2012,36,Iowa State,2163.4828749691187,23,11,Kansas,2470.250998642609
2012,37,Texas,2159.390177388955,20,14,Kansas St,2259.823387164221
2012,38,Xavier,2149.6420701180596,23,13,Vanderbilt,2210.9975124412163
2012,39,Northwestern,2147.078035153152,19,14,Michigan St,2431.076583843725
2012,40,Southern Miss,2141.4816096091627,25,9,Memphis,2199.1970810649564
2012,41,Illinois,2132.838064471185,17,15,Ohio State,2470.017411970923
2012,42,BYU,2132.8155641494977,26,9,Gonzaga,2265.1364443205075
2012,43,Harvard,2121.52275124495,26,5,Florida St,2206.012230647189
2012,44,MTSU,2120.079268787918,27,7,Marshall,2000.8817466011083
2012,45,West Virginia,2117.0256326202443,19,14,Georgetown,2277.21748010634
2012,46,Cincinnati,2115.5643085308707,26,11,Syracuse,2568.9253548191355
2012,47,Temple,2113.0099662728558,24,8,Duke,2421.7802841360763
2012,48,Arizona,2104.269067933876,23,12,California,2198.2487789371003
2012,49,NC State,2104.0232154607997,24,13,Georgetown,2277.21748010634
2012,50,Long Beach St,2102.651524007816,25,9,Xavier,2149.6420701180596
2012,51,Mississippi St,2100.243869936438,21,12,Alabama,2238.2354855576014
2012,52,Stanford,2099.6268743526107,26,11,California,2198.2487789371003
2012,53,Minnesota,2099.198116176165,23,15,Indiana,2353.3725137861393
2012,54,Denver,2099.152704667714,22,9,Saint Mary's,2231.9900533890914
2012,55,Oregon,2069.7344905933533,24,10,Arizona,2104.269067933876
2012,56,Miami,2069.108784471389,20,13,Duke,2421.7802841360763
2012,57,Notre Dame,2058.050351577773,22,12,Syracuse,2568.9253548191355
2012,58,Northern Iowa,2057.9100839994394,20,14,Creighton,2198.295787430769
2012,59,Washington,2051.95942424773,24,11,Northwestern,2147.078035153152
2012,60,New Mexico St,2042.963418604176,26,10,New Mexico,2171.4206864877165
2012,61,Ohio,2042.558465909395,29,8,Michigan,2304.301005769492
2012,62,Dayton,2036.9111286601067,20,13,Alabama,2238.2354855576014
2012,63,VCU,2035.2560719343535,29,7,Wichita St,2237.176952550921
2012,64,Oklahoma,2032.1540505442156,15,16,Kansas St,2259.823387164221
2012,65,Oral Roberts,2031.964762505395,27,7,Xavier,2149.6420701180596
2012,66,Iona,2027.5374772958294,25,8,Denver,2099.152704667714
2012,67,Pitt,2025.4650395324234,22,17,Georgetown,2277.21748010634
2012,68,Saint Joseph's,2011.8966279503813,20,14,Creighton,2198.295787430769
2012,69,Nevada,2005.7013501759936,28,7,Washington,2051.95942424773
2012,70,Marshall,2000.8817466011083,21,14,Southern Miss,2141.4816096091627
