season,rank,team,rating,wins,losses,best_win_name,best_win_elo
2022,1,Gonzaga,2538.324253314916,28,4,UCLA,2419.3100934511335
2022,2,Kansas,2512.3393721842913,34,6,Baylor,2491.9706404892495
2022,3,Baylor,2491.9706404892495,27,7,Kansas,2512.3393721842913
2022,4,Auburn,2489.7174673476134,28,6,Kentucky,2403.054577787158
2022,5,Duke,2470.787754435534,32,7,Gonzaga,2538.324253314916
2022,6,Arizona,2467.686582706072,33,4,UCLA,2419.3100934511335
2022,7,Houston,2424.544591121224,32,6,Arizona,2467.686582706072
2022,8,UCLA,2419.3100934511335,27,8,Arizona,2467.686582706072
2022,9,Purdue,2409.125508095456,29,8,Villanova,2348.85325656039
2022,10,Kentucky,2403.054577787158,26,8,Kansas,2512.3393721842913
2022,11,Texas Tech,2387.400802746568,27,10,Kansas,2512.3393721842913
2022,12,Providence,2360.9814810693615,27,6,Texas Tech,2387.400802746568
2022,13,LSU,2352.690414926875,22,12,Kentucky,2403.054577787158
2022,14,Villanova,2348.85325656039,30,8,Houston,2424.544591121224
2022,15,Wisconsin,2348.1528136105853,25,8,Houston,2424.544591121224
2022,16,Tennessee,2336.0517186512793,27,8,Auburn,2489.7174673476134
2022,17,UConn,2319.8554398554325,23,10,Auburn,2489.7174673476134
2022,18,Iowa State,2315.2458503127077,22,13,Texas Tech,2387.400802746568
2022,19,Alabama,2313.5610176537402,19,14,Gonzaga,2538.324253314916
2022,20,San Francisco,2296.1543833937794,24,10,BYU,2221.704864599556
2022,21,USC,2281.207342703608,26,8,UCLA,2419.3100934511335
2022,22,Michigan St,2272.246811756376,23,13,Purdue,2409.125508095456
2022,23,Colorado St,2269.451860486642,25,6,Saint Mary's,2249.4380667523496
2022,24,Xavier,2267.517974340529,23,13,UConn,2319.8554398554325
2022,25,Texas,2256.317637926545,22,12,Kansas,2512.3393721842913
2022,26,Illinois,2255.70840933249,23,10,Wisconsin,2348.1528136105853
2022,27,Ohio State,2253.422118641928,20,12,Duke,2470.787754435534
2022,28,Seton Hall,2251.3418622672743,21,11,UConn,2319.8554398554325
2022,29,Saint Mary's,2249.4380667523496,26,8,Gonzaga,2538.324253314916
2022,30,Arkansas,2248.6973025157945,28,9,Gonzaga,2538.324253314916
2022,31,Murray St,2240.0026507314706,31,3,San Francisco,2296.1543833937794
2022,32,North Carolina,2225.5090510773543,29,10,Baylor,2491.9706404892495
2022,33,BYU,2221.704864599556,24,11,San Francisco,2296.1543833937794
2022,34,Creighton,2214.7849473676215,23,12,Providence,2360.9814810693615
2022,35,Memphis,2204.512609391304,22,11,Houston,2424.544591121224
2022,36,Iowa,2202.209667587275,26,10,Purdue,2409.125508095456
2022,37,Wake Forest,2197.157641619635,25,10,North Carolina,2225.5090510773543
2022,38,San Diego St,2187.96193193101,23,9,Colorado St,2269.451860486642
2022,39,Miami,2185.0831909961726,26,11,Auburn,2489.7174673476134
2022,40,Oklahoma,2184.56573253211,19,16,Baylor,2491.9706404892495
2022,41,Texas A&M,2182.314794662393,27,13,Auburn,2489.7174673476134
2022,42,Marquette,2177.088102960979,19,13,Providence,2360.9814810693615
2022,43,TCU,2176.0097296539366,21,13,Kansas,2512.3393721842913
2022,44,Wyoming,2173.550385774773,25,9,Colorado St,2269.451860486642
2022,45,Indiana,2165.0788446781858,21,14,Purdue,2409.125508095456
2022,46,West Virginia,2155.7852632390045,16,17,UConn,2319.8554398554325
2022,47,Davidson,2155.493556627082,27,7,Alabama,2313.5610176537402
2022,48,Boise St,2152.398317175864,27,8,San Diego St,2187.96193193101
2022,49,Loyola Chicago,2146.432645822521,25,8,San Francisco,2296.1543833937794
2022,50,UAB,2130.1971740820018,27,8,North Texas,2123.876922758456
2022,51,Michigan,2124.455782271811,19,15,Purdue,2409.125508095456
2022,52,North Texas,2123.876922758456,25,7,UAB,2130.1971740820018
2022,53,Iona,2120.9660464655312,25,8,Alabama,2313.5610176537402
2022,54,Florida,2119.573712866318,20,14,Auburn,2489.7174673476134
2022,55,New Mexico St,2118.428114461653,28,7,UConn,2319.8554398554325
2022,56,Colorado,2111.5955405612585,21,12,Arizona,2467.686582706072
2022,57,Santa Clara,2106.8381902410774,21,12,Saint Mary's,2249.4380667523496
2022,58,St Bonaventure,2105.221162021056,23,10,Oklahoma,2184.56573253211
2022,59,St John's,2104.2766731000934,17,15,Xavier,2267.517974340529
2022,60,Washington St,2102.279985240474,22,15,BYU,2221.704864599556
2022,61,Oregon,2101.707350380198,20,15,UCLA,2419.3100934511335
2022,62,Virginia Tech,2099.534245017363,23,13,Duke,2470.787754435534
2022,63,Notre Dame,2099.0627901961825,24,11,Kentucky,2403.054577787158
2022,64,Oklahoma St,2096.2711552311484,15,15,Baylor,2491.9706404892495
2022,65,S Dakota St,2089.718803831403,30,5,Washington St,2102.279985240474
2022,66,Utah State,2087.719413785991,18,16,San Diego St,2187.96193193101
2022,67,Mississippi St,2086.8928874170374,18,16,Alabama,2313.5610176537402
2022,68,UCF,2079.933088554636,18,12,Memphis,2204.512609391304
2022,69,VCU,2073.9853414526547,22,10,Davidson,2155.493556627082
2022,70,SMU,2062.9161599292606,24,9,Houston,2424.544591121224
2022,71,Clemson,2061.5100511865603,17,16,Wake Forest,2197.157641619635
2022,72,Wichita St,2059.336320657205,15,13,Oklahoma St,2096.2711552311484
2022,73,Saint Louis,2057.609441473454,23,12,Boise St,2152.398317175864
2022,74,Kansas St,2055.9106962035967,14,17,Texas Tech,2387.400802746568
2022,75,Chattanooga,2041.0786867569605,27,8,VCU,2073.9853414526547
2022,76,Rutgers,2040.3174571819995,18,14,Purdue,2409.125508095456
2022,77,Cincinnati,2039.206292020774,18,15,Illinois,2255.70840933249
2022,78,Stanford,2037.6069297051247,16,16,USC,2281.207342703608
2022,79,Minnesota,2028.6883514289405,13,17,Michigan,2124.455782271811
2022,80,Dayton,2025.1756913196018,24,11,Kansas,2512.3393721842913
2022,81,Belmont,2025.0047328266417,25,8,Iona,2120.9660464655312
2022,82,Virginia,2024.226937826932,21,14,Duke,2470.787754435534
2022,83,Ohio,2024.2006775323466,25,10,Belmont,2025.0047328266417
2022,84,Vanderbilt,2023.9093046964995,19,17,LSU,2352.690414926875
2022,85,Vermont,2020.0252822119683,28,6,Northern Iowa,1872.3339591154788
2022,86,Fresno St,2016.31315863877,23,13,Santa Clara,2106.8381902410774
2022,87,South Carolina,2007.7285309362007,18,13,LSU,2352.690414926875
2022,88,Maryland,2006.0950192367138,15,17,Illinois,2255.70840933249
2022,89,Missouri St,2002.9440801003927,23,11,Loyola Chicago,2146.432645822521
2022,90,DePaul,2001.8490113861442,15,16,Xavier,2267.517974340529
2022,91,Butler,2000.5989581284646,14,19,Xavier,2267.517974340529
2022,92,UNLV,1994.0610926474806,18,14,Colorado St,2269.451860486642
2022,93,Northwestern,1992.5372269914972,15,16,Michigan St,2272.246811756376
2022,94,Florida St,1985.6454730563462,17,14,Duke,2470.787754435534
2022,95,Grand Canyon,1982.8982629781435,24,8,San Francisco,2296.1543833937794
2022,96,Towson,1978.806311886286,25,9,Hofstra,1872.5901159939438
2022,97,Richmond,1970.650825413523,24,13,Iowa,2202.209667587275
2022,98,Ole Miss,1963.3071098710286,13,19,LSU,2352.690414926875
2022,99,Drake,1962.378712436751,25,11,Loyola Chicago,2146.432645822521
2022,100,Penn State,1956.5819254887808,14,17,Michigan St,2272.246811756376
2022,101,Syracuse,1954.7901835444097,16,17,Wake Forest,2197.157641619635
2022,102,Louisiana Tech,1954.7374219318676,24,10,North Texas,2123.876922758456
2022,103,Toledo,1954.2074122688819,26,8,Ohio,2024.2006775323466
2022,104,MTSU,1949.1351871029842,26,11,Abilene Chrstn,1912.920584335148
2022,105,Monmouth,1948.4886413211082,21,13,Cincinnati,2039.206292020774
2022,106,Louisville,1946.6291100784483,13,19,Wake Forest,2197.157641619635
2022,107,Utah Valley,1932.113901895128,20,12,BYU,2221.704864599556
2022,108,Furman,1931.5876397920767,22,12,Louisville,1946.6291100784483
2022,109,Wagner,1923.495105428821,23,6,VCU,2073.9853414526547
2022,110,Utah,1920.8444132128252,11,20,Stanford,2037.6069297051247
2022,111,Princeton,1920.6705238987022,23,7,South Carolina,2007.7285309362007
2022,112,Abilene Chrstn,1912.920584335148,25,11,Ohio,2024.2006775323466
2022,113,SF Austin,1900.6818047011234,22,10,New Mexico St,2118.428114461653
