season,rank,team,rating,wins,losses,best_win_name,best_win_elo
2005,1,Illinois,2744.671709256505,36,2,Wake Forest,2444.6319317824236
2005,2,North Carolina,2487.5509585792856,33,4,Illinois,2744.671709256505
2005,3,Wake Forest,2444.6319317824236,26,6,North Carolina,2487.5509585792856
2005,4,Duke,2431.2143690975586,26,6,North Carolina,2487.5509585792856
2005,5,Kansas,2422.807768003714,23,7,Oklahoma St,2357.450843889045
2005,6,Boston College,2363.131403966253,25,4,Syracuse,2292.581580781015
2005,7,Oklahoma St,2357.450843889045,26,7,Kansas,2422.807768003714
2005,8,Kentucky,2347.221458562781,27,6,Louisville,2338.914827364757
2005,9,Louisville,2338.914827364757,33,5,Cincinnati,2323.4126046071387
2005,10,Cincinnati,2323.4126046071387,25,8,Iowa,2269.767327776656
2005,11,Washington,2318.412861496915,29,6,Oklahoma,2285.9879266041735
2005,12,Michigan St,2304.668064600271,26,7,Duke,2431.2143690975586
2005,13,Gonzaga,2303.084004001771,26,5,Oklahoma St,2357.450843889045
2005,14,Syracuse,2292.581580781015,26,7,Villanova,2278.946311456614
2005,15,Oklahoma,2285.9879266041735,25,8,Kansas,2422.807768003714
2005,16,Villanova,2278.946311456614,23,8,Kansas,2422.807768003714
2005,17,Iowa,2269.767327776656,21,11,Louisville,2338.914827364757
2005,18,UConn,2256.377896396495,23,8,Syracuse,2292.581580781015
2005,19,Arizona,2248.6865633584353,30,7,Oklahoma St,2357.450843889045
2005,20,Pitt,2211.4556367542104,20,8,Boston College,2363.131403966253
2005,21,Alabama,2199.9108260780104,24,8,Mississippi St,2136.3615468766557
2005,22,Wisconsin,2182.61685164793,25,9,Michigan St,2304.668064600271
2005,23,Pacific,2172.082472248791,27,4,Pitt,2211.4556367542104
2005,24,Utah,2167.5102981269292,29,6,Oklahoma,2285.9879266041735
2005,25,Georgia Tech,2166.5281490036023,20,11,North Carolina,2487.5509585792856
2005,26,Texas,2156.500706097107,20,11,Oklahoma St,2357.450843889045
2005,27,Florida,2147.5205372463215,23,8,Kentucky,2347.221458562781
2005,28,Mississippi St,2136.3615468766557,22,11,Florida,2147.5205372463215
2005,29,S Illinois,2119.969921123621,26,8,Wichita St,2091.0163195741047
2005,30,West Virginia,2115.747236196356,23,11,Wake Forest,2444.6319317824236
2005,31,Ohio State,2111.002633296941,20,12,Illinois,2744.671709256505
2005,32,Milwaukee,2108.144278626096,26,6,Boston College,2363.131403966253
2005,33,Charlotte,2107.748643325221,20,8,Cincinnati,2323.4126046071387
2005,34,G Washington,2091.6124947560315,22,7,Michigan St,2304.668064600271
2005,35,Minnesota,2091.559074184306,20,11,Wisconsin,2182.61685164793
2005,36,Wichita St,2091.0163195741047,21,10,S Illinois,2119.969921123621
2005,37,Arizona St,2088.907194004492,18,14,Oregon,2050.4814235340573
2005,38,Marquette,2086.063557035092,19,12,Wisconsin,2182.61685164793
2005,39,Texas A&M,2086.0000060576926,21,10,Texas,2156.500706097107
2005,40,Maryland,2083.7895579010064,19,13,Duke,2431.2143690975586
2005,41,Notre Dame,2081.793056311239,17,12,Boston College,2363.131403966253
2005,42,South Carolina,2079.564000077874,20,12,Kentucky,2347.221458562781
2005,43,New Mexico,2078.8315368621156,26,7,Utah,2167.5102981269292
2005,44,Northern Iowa,2071.1968799484043,21,10,S Illinois,2119.969921123621
2005,45,NC State,2070.8625692421033,21,14,Wake Forest,2444.6319317824236
2005,46,Nevada,2066.329819111878,25,7,Texas,2156.500706097107
2005,47,Oregon,2050.4814235340573,14,13,New Mexico,2078.8315368621156
2005,48,Texas Tech,2049.240529369557,22,11,Kansas,2422.807768003714
2005,49,Arkansas,2048.6156252429114,18,12,LSU,2046.4563822881362
2005,50,LSU,2046.4563822881362,20,10,Alabama,2199.9108260780104
2005,51,UCLA,2042.6115189057277,18,11,Washington,2318.412861496915
2005,52,Vanderbilt,2039.3776250355936,20,13,Alabama,2199.9108260780104
2005,53,UAB,2038.1714604315853,21,11,Marquette,2086.063557035092
2005,54,Utah State,2037.810059686106,24,8,Pacific,2172.082472248791
2005,55,Virginia,2029.1415322223934,14,15,Arizona,2248.6865633584353
2005,56,DePaul,2025.9633264904453,20,11,Cincinnati,2323.4126046071387
2005,57,Old Dominion,2012.4020940914302,28,5,TCU,1955.3770334998485
2005,58,Kansas St,1992.7492770337403,16,12,Texas A&M,2086.0000060576926
2005,59,Iowa State,1990.6138579295518,19,12,Kansas,2422.807768003714
2005,60,Oral Roberts,1987.7655232013585,25,8,Georgetown,1974.7265206019115
2005,61,Clemson,1983.3414816268967,16,16,Ohio State,2111.002633296941
2005,62,Providence,1983.1790257462667,13,17,Virginia,2029.1415322223934
2005,63,Creighton,1982.7789639309815,23,11,Ohio State,2111.002633296941
2005,64,Indiana,1974.9188404973456,15,14,Michigan St,2304.668064600271
2005,65,Georgetown,1974.7265206019115,19,13,Villanova,2278.946311456614
2005,66,UTEP,1967.7464031761517,27,8,Arizona St,2088.907194004492
2005,67,Western KY,1964.0936475620767,22,9,Kent State,1931.2722456306694
2005,68,Stanford,1961.3709607396622,18,13,Washington,2318.412861496915
2005,69,Missouri St,1956.353299071245,19,12,S Illinois,2119.969921123621
2005,70,TCU,1955.3770334998485,20,14,Marquette,2086.063557035092
2005,71,Vermont,1952.5893780140323,25,7,Syracuse,2292.581580781015
2005,72,W Michigan,1951.1806628570832,20,13,Marquette,2086.063557035092
2005,73,Memphis,1947.6119558579505,22,15,Louisville,2338.914827364757
2005,74,Saint Mary's,1946.9478894628194,25,9,Gonzaga,2303.084004001771
2005,75,Miami,1945.838616313989,16,13,Florida,2147.5205372463215
2005,76,Tennessee,1942.974105452243,13,17,Florida,2147.5205372463215
2005,77,Miami OH,1942.4660998548932,19,10,Wichita St,2091.0163195741047
2005,78,Washington St,1934.2343442625568,12,16,Arizona,2248.6865633584353
2005,79,Kent State,1931.2722456306694,19,13,Creighton,1982.7789639309815
2005,80,Buffalo,1917.1880132687752,22,10,W Michigan,1951.1806628570832
2005,81,Houston,1914.5694293401593,18,14,Louisville,2338.914827364757
2005,82,Air Force,1911.263791010458,18,12,New Mexico,2078.8315368621156
2005,83,Missouri,1909.5656505448019,16,17,Kansas,2422.807768003714
2005,84,Temple,1905.9823947136788,16,14,Villanova,2278.946311456614
2005,85,Colorado,1901.1738651306562,14,16,Texas,2156.500706097107
2005,86,Louisiana,1898.6488715284404,20,11,S Illinois,2119.969921123621
2005,87,Holy Cross,1892.9129202561621,24,7,Notre Dame,2081.793056311239
2005,88,Hawai'i,1892.6983761113624,16,13,S Illinois,2119.969921123621
2005,89,Illinois St,1887.870853396712,17,12,Creighton,1982.7789639309815
2005,90,Bradley,1879.824217470001,12,15,Wichita St,2091.0163195741047
2005,91,Xavier,1879.6933771573074,16,12,G Washington,2091.6124947560315
2005,92,UNLV,1878.8081098584544,17,14,Arizona St,2088.907194004492
2005,93,Wyoming,1878.5393105850872,15,13,New Mexico,2078.8315368621156
2005,94,Rice,1874.0312449971852,19,12,Houston,1914.5694293401593
2005,95,Bowling Green,1872.7453176743766,18,10,Miami OH,1942.4660998548932
2005,96,Oregon St,1869.2529292153254,17,15,Washington,2318.412861496915
2005,97,Saint Joseph's,1866.9175937003201,24,12,G Washington,2091.6124947560315
2005,98,Nebraska,1863.621757870507,14,14,Oklahoma St,2357.450843889045
2005,99,Florida St,1861.007268362918,12,19,Wake Forest,2444.6319317824236
2005,100,California,1860.3126580932126,13,16,Arizona St,2088.907194004492
2005,101,Dayton,1858.9560191735998,18,11,Xavier,1879.6933771573074
2005,102,Auburn,1858.7978374536997,14,16,Mississippi St,2136.3615468766557
2005,103,Akron,1853.8360830904746,18,10,Buffalo,1917.1880132687752
2005,104,USC,1853.5720094075937,13,17,Arizona St,2088.907194004492
2005,105,Michigan,1852.6048869379485,12,18,Iowa,2269.767327776656
2005,106,Ball State,1852.1009875822283,15,13,W Michigan,1951.1806628570832
2005,107,Winthrop,1846.4989169953246,26,6,Providence,1983.1790257462667
2005,108,Davidson,1837.895326872074,23,9,Missouri St,1956.353299071245
2005,109,Northwestern,1837.2643733743707,15,15,Iowa,2269.767327776656
2005,110,Seton Hall,1835.5098717900967,12,15,West Virginia,2115.747236196356
2005,111,Little Rock,1834.7108258241865,18,10,S Illinois,2119.969921123621
2005,112,Green Bay,1833.4971259463578,17,10,Milwaukee,2108.144278626096
2005,113,Ohio,1832.2686993103105,20,11,W Michigan,1951.1806628570832
2005,114,Virginia Tech,1831.8928106525552,16,14,Duke,2431.2143690975586
2005,115,Portland,1827.1317541661722,15,15,W Michigan,1951.1806628570832
2005,116,San Francisco,1820.930697619697,17,14,Gonzaga,2303.084004001771
2005,117,Penn,1818.8449818942668,20,9,Saint Joseph's,1866.9175937003201
2005,118,Evansville,1812.724033064187,11,17,Northern Iowa,2071.1968799484043
2005,119,Ole Miss,1810.2117479593073,14,17,South Carolina,2079.564000077874
2005,120,Toledo,1809.3473154126218,16,13,Nevada,2066.329819111878
2005,121,Denver,1806.4081850970886,20,11,Western KY,1964.0936475620767
2005,122,Pepperdine,1805.0584567925202,17,14,Wisconsin,2182.61685164793
2005,123,Boston Univ,1804.3515494341939,20,9,Vermont,1952.5893780140323
2005,124,Hofstra,1793.5804260514558,20,9,VCU,1750.1373315372903
2005,125,Rutgers,1787.5471020924397,9,19,Charlotte,2107.748643325221
2005,126,SMU,1772.0823529308664,14,14,Hawai'i,1892.6983761113624
2005,127,E Kentucky,1767.6468136788824,22,9,Dayton,1858.9560191735998
2005,128,Chattanooga,1765.6877350137372,20,11,Tennessee,1942.974105452243
2005,129,Texas A&M-CC,1765.262155212968,19,8,Old Dominion,2012.4020940914302
2005,130,UMass,1764.4751003648257,15,12,UConn,2256.377896396495
2005,131,Bucknell,1764.3347912859124,23,9,Kansas,2422.807768003714
2005,132,MTSU,1760.4220359485766,19,12,Little Rock,1834.7108258241865
2005,133,Niagara,1759.6958411469993,20,10,St John's,1713.2864739586175
2005,134,UIC,1753.007829982697,14,14,Illinois St,1887.870853396712
2005,135,VCU,1750.1373315372903,18,13,Old Dominion,2012.4020940914302
2005,136,Santa Clara,1747.0616375070858,15,16,North Carolina,2487.5509585792856
2005,137,Wright St,1743.6190690759056,15,14,Green Bay,1833.4971259463578
2005,138,Princeton,1742.4263483894479,15,13,Holy Cross,1892.9129202561621
2005,139,Richmond,1742.1712807171596,14,15,G Washington,2091.6124947560315
2005,140,Murray St,1738.5448123001734,17,11,Rice,1874.0312449971852
2005,141,Colorado St,1736.0069653115809,11,17,Wyoming,1878.5393105850872
2005,142,Lamar,1735.0213041843706,17,11,Air Force,1911.263791010458
2005,143,SE Louisiana,1732.3755152819647,24,9,Lamar,1735.0213041843706
2005,144,San Diego St,1730.8744001095904,11,18,Air Force,1911.263791010458
2005,145,Fresno St,1730.3774913623868,16,14,Nevada,2066.329819111878
2005,146,WI Parkside,1730.1098988748652,1,1,UIC,1753.007829982697
2005,147,Purdue,1729.3527567835172,7,21,Iowa,2269.767327776656
2005,148,Drexel,1729.0028196563594,16,12,Saint Joseph's,1866.9175937003201
2005,149,IUPUI,1727.2648856872524,16,13,Colorado St,1736.0069653115809
2005,150,Charleston,1722.62505262453,17,10,VCU,1750.1373315372903
2005,151,UCF,1721.5978058846863,24,9,Utah State,2037.810059686106
2005,152,North Texas,1717.8842537609848,14,14,Denver,1806.4081850970886
2005,153,San Diego,1717.65178623318,16,13,Creighton,1982.7789639309815
2005,154,N Illinois,1715.4026512246505,10,17,DePaul,2025.9633264904453
2005,155,St John's,1713.2864739586175,9,17,Pitt,2211.4556367542104
2005,156,Drake,1706.8804514185765,13,16,Northern Iowa,2071.1968799484043
2005,157,Gardner-Webb,1704.3627567004582,18,12,UCF,1721.5978058846863
2005,158,Fullerton,1703.6226011136698,21,11,Utah State,2037.810059686106
2005,159,UNC Greensboro,1702.6773406546938,18,12,Davidson,1837.895326872074
2005,160,BYU,1702.2855348538233,9,21,New Mexico,2078.8315368621156
2005,161,Louisiana Tech,1701.681550720934,14,15,UTEP,1967.7464031761517
2005,162,Detroit Mercy,1700.6347919521718,13,16,Milwaukee,2108.144278626096
2005,163,LMU,1697.3950783919465,11,17,San Francisco,1820.930697619697
2005,164,UNC Wilmington,1696.7737191870187,18,10,Hofstra,1793.5804260514558
2005,165,Georgia,1686.7896383685961,8,19,Vanderbilt,2039.3776250355936
2005,166,Furman,1683.1655720453714,16,12,Chattanooga,1765.6877350137372
2005,167,Arkansas St,1675.8220988097685,16,13,Western KY,1964.0936475620767
2005,168,South Florida,1674.6622596959298,14,16,Cincinnati,2323.4126046071387
2005,169,Appalachian St,1674.5016259627146,18,12,Chattanooga,1765.6877350137372
2005,170,Indiana St,1669.220021353726,11,21,Wichita St,2091.0163195741047
2005,171,CSU Northridge,1667.3659980209575,18,13,Utah State,2037.810059686106
2005,172,N'Western St,1667.3101351813527,20,12,Lamar,1735.0213041843706
2005,173,Mercer,1666.7865630658166,16,12,UCF,1721.5978058846863
2005,174,Georgia So,1664.481129525161,18,13,Chattanooga,1765.6877350137372
2005,175,Butler,1661.0413151816485,12,15,Miami OH,1942.4660998548932
2005,176,E Michigan,1660.0196014604226,12,17,Toledo,1809.3473154126218
2005,177,George Mason,1659.9765752431292,16,12,Old Dominion,2012.4020940914302
2005,178,Northeastern,1658.120660003518,21,10,Boston Univ,1804.3515494341939
2005,179,Valparaiso,1655.5023978802035,14,16,Milwaukee,2108.144278626096
2005,180,East Carolina,1655.2546366340348,8,19,Charlotte,2107.748643325221
2005,181,Southern Miss,1654.326371946134,11,16,LSU,2046.4563822881362
2005,182,Tennessee Tech,1650.0792912822785,18,11,E Kentucky,1767.6468136788824
2005,183,Samford,1646.529814455936,15,13,E Kentucky,1767.6468136788824
2005,184,Lander,1644.9431620604616,1,0,Charleston So,1342.4305802147815
2005,185,Sam Houston,1640.173340289894,18,12,Lamar,1735.0213041843706
2005,186,Montana,1638.042814568915,18,13,CSU Northridge,1667.3659980209575
2005,187,Kansas City,1633.5200930796918,16,12,Oral Roberts,1987.7655232013585
2005,188,C Michigan,1632.481026121942,10,17,W Michigan,1951.1806628570832
2005,189,UC Irvine,1632.2352444300866,16,13,Santa Clara,1747.0616375070858
2005,190,Saint Louis,1628.5566258155923,9,20,Marquette,2086.063557035092
2005,191,Portland St,1622.8950513199593,19,9,Montana,1638.042814568915
2005,192,SE Missouri St,1621.792362470673,15,14,Murray St,1738.5448123001734
2005,193,Wofford,1618.9422395502625,14,14,Auburn,1858.7978374536997
2005,194,FIU,1616.5568723074255,13,17,Western KY,1964.0936475620767
2005,195,Tennessee St,1613.047708948332,14,17,E Kentucky,1767.6468136788824
2005,196,Rider,1612.9965902643748,19,11,Penn,1818.8449818942668
2005,197,Manhattan,1612.8593761889138,15,14,Wichita St,2091.0163195741047
2005,198,American,1612.704135641579,15,12,Vermont,1952.5893780140323
2005,199,UTSA,1608.9217868343976,15,12,Louisiana Tech,1701.681550720934
2005,200,Austin Peay,1604.0220479886884,13,19,Tennessee Tech,1650.0792912822785
2005,201,Georgia St,1592.2133526781622,14,15,Louisiana,1898.6488715284404
2005,202,Fordham,1591.4178901229388,13,16,Temple,1905.9823947136788
2005,203,Fairfield,1588.509504769423,15,15,Rider,1612.9965902643748
2005,204,UCSB,1583.2144737497292,11,18,San Diego St,1730.8744001095904
2005,205,UT Rio Grande,1575.4849834882993,12,16,Wright St,1743.6190690759056
2005,206,New Orleans,1573.7481579773005,13,17,Denver,1806.4081850970886
2005,207,Gettysbu,1572.247863082078,1,0,Navy,1177.1398202903977
2005,208,Loyola Chicago,1570.355480075532,12,17,Green Bay,1833.4971259463578
2005,209,Tulsa,1570.041623792034,9,20,UTEP,1967.7464031761517
2005,210,Birm-Southern,1565.2412874198878,16,14,Chattanooga,1765.6877350137372
2005,211,UT Arlington,1558.7305084472828,13,15,San Diego,1717.65178623318
2005,212,Boise St,1557.9135367261185,16,18,Nevada,2066.329819111878
2005,213,Oakland,1557.6501991841571,13,18,Oral Roberts,1987.7655232013585
2005,214,E Illinois,1543.7459781183345,12,16,Evansville,1812.724033064187
2005,215,SC State,1538.6527727559417,19,12,Miami,1945.838616313989
2005,216,Montana St,1537.6997150114853,14,14,Montana,1638.042814568915
2005,217,Saint Peter's,1534.014178227712,15,13,Tennessee Tech,1650.0792912822785
2005,218,Binghamton,1533.289223693019,12,17,Boston Univ,1804.3515494341939
2005,219,W Illinois,1533.2274795252106,10,17,Oral Roberts,1987.7655232013585
2005,220,Cleveland St,1529.3508238012969,9,16,Wright St,1743.6190690759056
2005,221,Belmont,1525.18020588729,14,16,UCF,1721.5978058846863
2005,222,Fair Dickinson,1524.3599688747784,19,13,Rider,1612.9965902643748
2005,223,Columbia,1513.3118143805614,12,15,Harvard,1462.0327066984707
2005,224,Hampden,1512.3929660888837,1,0,Longwood,637.1695266087512
2005,225,Southern Utah,1508.9962331281279,13,15,Drake,1706.8804514185765
2005,226,Penn State,1506.5915373455625,7,22,Northwestern,1837.2643733743707
2005,227,St Francis PA,1505.61017822219,15,13,Ohio,1832.2686993103105
2005,228,Marshall,1505.575790906162,6,21,West Virginia,2115.747236196356
2005,229,Ft Lewis,1504.4378262014088,1,1,Idaho,1339.7364646808658
2005,230,Texas St,1503.230632048028,14,14,Lamar,1735.0213041843706
2005,231,Lipscomb,1501.397253779408,16,12,UCF,1721.5978058846863
2005,232,South Alabama,1501.0030566191922,10,18,MTSU,1760.4220359485766
2005,233,High Point,1497.5077393380425,13,17,Birm-Southern,1565.2412874198878
2005,234,N Arizona,1496.4670910221062,11,17,SC State,1538.6527727559417
2005,235,Tulane,1495.9218925617195,10,17,UAB,2038.1714604315853
2005,236,UC Riverside,1495.6810130327867,9,19,LMU,1697.3950783919465
2005,237,Iona,1493.765189217474,15,16,Niagara,1759.6958411469993
2005,238,Yale,1492.0417111363836,11,16,Penn,1818.8449818942668
2005,239,Delaware St,1490.81385225199,19,14,SC State,1538.6527727559417
2005,240,Baylor,1490.165803737128,9,18,Colorado,1901.1738651306562
2005,241,McNeese,1486.0127673606635,13,15,SE Louisiana,1732.3755152819647
2005,242,The Citadel,1481.019257581319,12,16,Georgia So,1664.481129525161
2005,243,Weber St,1480.6534066665627,14,16,Montana,1638.042814568915
2005,244,Maine,1480.4552508625968,14,15,Vermont,1952.5893780140323
2005,245,BYU Hawaii,1480.2630119654718,0,1,NA,NA
2005,246,Jacksonville,1479.4018031011121,16,13,UCF,1721.5978058846863
2005,247,Albany,1476.4127529221732,13,15,Binghamton,1533.289223693019
2005,248,Seattle Pacific,1472.5493938318991,0,1,NA,NA
2005,249,ETSU,1471.1310783734766,10,19,UNC Greensboro,1702.6773406546938
2005,250,Marist,1467.0534402606531,11,17,Niagara,1759.6958411469993
2005,251,Whitwort,1465.3010566341738,0,1,NA,NA
2005,252,Harvard,1462.0327066984707,12,15,Princeton,1742.4263483894479
2005,253,Monmouth,1461.815706863146,16,13,Saint Peter's,1534.014178227712
2005,254,Utah Valley,1461.0284823430657,16,12,Texas A&M-CC,1765.262155212968
2005,255,La Salle,1460.8090431488163,10,18,Xavier,1879.6933771573074
2005,256,Chaminade,1459.9496687098697,1,3,Coast Car,1349.0754495019476
2005,257,C Connecticut,1457.466711798438,12,15,Santa Clara,1747.0616375070858
2005,258,UC Davis,1457.1587760803536,11,17,UCSB,1583.2144737497292
2005,259,Coppin St,1454.2858900818437,14,15,Delaware St,1490.81385225199
2005,260,SF Austin,1453.6869100090623,12,15,Lamar,1735.0213041843706
2005,261,FAU,1453.6550227217247,10,17,UCF,1721.5978058846863
2005,262,UNC Asheville,1453.4189747190235,11,17,Birm-Southern,1565.2412874198878
2005,263,Troy,1451.8228597242353,12,18,Pepperdine,1805.0584567925202
2005,264,Stetson,1450.6937968973264,10,17,Gardner-Webb,1704.3627567004582
2005,265,Augustana (IL),1448.3822816439729,0,1,NA,NA
2005,266,NW Oklahoma St,1444.7034486746343,0,1,NA,NA
2005,267,Wayne St (NE),1439.0986085774737,0,1,NA,NA
2005,268,Miss Valley St,1436.8616431921662,13,15,MTSU,1760.4220359485766
2005,269,Trinity (TX),1434.765293213963,0,1,NA,NA
