season,rank,team,rating,wins,losses,best_win_name,best_win_elo
2011,1,Ohio State,2603.051750164628,34,3,Purdue,2339.2540688974073
2011,2,Kansas,2538.1818623869626,35,3,Texas,2410.642891599333
2011,3,Pitt,2503.151345840084,28,6,Texas,2410.642891599333
2011,4,San Diego St,2474.3572551671364,34,3,BYU,2434.3367560834786
2011,5,Duke,2441.464584822808,32,5,North Carolina,2246.2894435116978
2011,6,BYU,2434.3367560834786,32,5,San Diego St,2474.3572551671364
2011,7,Texas,2410.642891599333,28,8,Kansas,2538.1818623869626
2011,8,UConn,2406.6380042752,32,9,Pitt,2503.151345840084
2011,9,Syracuse,2386.1856621523743,27,8,UConn,2406.6380042752
2011,10,Kentucky,2383.8580242914823,29,9,Ohio State,2603.051750164628
2011,11,Notre Dame,2378.1204708395826,27,7,Pitt,2503.151345840084
2011,12,Georgetown,2339.7784337573953,21,11,Syracuse,2386.1856621523743
2011,13,Purdue,2339.2540688974073,26,8,Ohio State,2603.051750164628
2011,14,Florida,2322.996331039934,29,8,BYU,2434.3367560834786
2011,15,Wisconsin,2316.4963121270976,25,9,Ohio State,2603.051750164628
2011,16,Cincinnati,2294.99585116212,26,9,Georgetown,2339.7784337573953
2011,17,Louisville,2286.0826545351406,25,10,Pitt,2503.151345840084
2011,18,Illinois,2275.392275603073,20,14,Wisconsin,2316.4963121270976
2011,19,Villanova,2274.9374404817986,21,12,Syracuse,2386.1856621523743
2011,20,Arizona,2263.660760298722,30,8,Duke,2441.464584822808
2011,21,Washington,2250.9371218869314,24,11,Arizona,2263.660760298722
2011,22,North Carolina,2246.2894435116978,29,8,Duke,2441.464584822808
2011,23,West Virginia,2243.6240639839875,21,12,UConn,2406.6380042752
2011,24,Missouri,2238.8945203901385,23,11,Illinois,2275.392275603073
2011,25,Texas A&M,2238.697679870262,24,9,Washington,2250.9371218869314
2011,26,Vanderbilt,2234.265604770278,23,11,Kentucky,2383.8580242914823
2011,27,Kansas St,2208.716233376189,23,11,Kansas,2538.1818623869626
2011,28,UNLV,2199.05918742152,24,9,Wisconsin,2316.4963121270976
2011,29,Utah State,2198.9394404569625,30,4,Saint Mary's,2175.963719691513
2011,30,Tennessee,2195.8512572468258,19,15,Pitt,2503.151345840084
2011,31,St John's,2194.3962485237726,21,12,Pitt,2503.151345840084
2011,32,Marquette,2190.453352158128,22,15,UConn,2406.6380042752
2011,33,Saint Mary's,2175.963719691513,25,9,St John's,2194.3962485237726
2011,34,Wichita St,2169.3918477097864,29,8,Washington St,2143.788248176994
2011,35,Temple,2165.2414664271937,26,8,Georgetown,2339.7784337573953
2011,36,Michigan St,2163.0669487592586,19,15,Purdue,2339.2540688974073
2011,37,Georgia,2147.3543678176834,21,12,Kentucky,2383.8580242914823
2011,38,Florida St,2146.418711067552,23,11,Duke,2441.464584822808
2011,39,Washington St,2143.788248176994,22,13,Washington,2250.9371218869314
2011,40,Minnesota,2143.22790256635,17,14,Purdue,2339.2540688974073
2011,41,Old Dominion,2141.828174471895,27,7,Clemson,2139.4266396528938
2011,42,Clemson,2139.4266396528938,22,12,Florida St,2146.418711067552
2011,43,Oklahoma St,2131.8217202412393,20,14,Missouri,2238.8945203901385
2011,44,Michigan,2131.068328327795,21,14,Illinois,2275.392275603073
2011,45,George Mason,2123.7283627818006,27,7,Villanova,2274.9374404817986
2011,46,Richmond,2122.5409550457275,29,8,Purdue,2339.2540688974073
2011,47,UCLA,2113.587627195979,23,11,BYU,2434.3367560834786
2011,48,Cleveland St,2113.264183941707,27,9,Valparaiso,1975.9829150513663
2011,49,Xavier,2109.2263058077792,24,8,Temple,2165.2414664271937
2011,50,Northwestern,2103.485542771331,20,14,Illinois,2275.392275603073
2011,51,Butler,2099.412564699516,28,10,Pitt,2503.151345840084
2011,52,Virginia Tech,2092.9544933305033,22,12,Duke,2441.464584822808
2011,53,California,2085.7253572523086,18,15,Temple,2165.2414664271937
2011,54,Nebraska,2082.4363576616483,19,13,Texas,2410.642891599333
2011,55,Boston College,2076.524687529032,21,13,Texas A&M,2238.697679870262
2011,56,UAB,2075.7322942360347,22,9,UTEP,2048.6735368134573
2011,57,New Mexico,2075.4843208837387,22,13,BYU,2434.3367560834786
2011,58,Gonzaga,2071.3781117825642,25,10,St John's,2194.3962485237726
2011,59,Harvard,2067.776820020729,23,7,Boston College,2076.524687529032
2011,60,Belmont,2054.2382037743696,30,5,ETSU,1790.0512444886265
2011,61,Memphis,2050.778156857637,25,10,UAB,2075.7322942360347
2011,62,UTEP,2048.6735368134573,25,10,Michigan,2131.068328327795
2011,63,Maryland,2047.1792282674314,19,14,Florida St,2146.418711067552
2011,64,Penn State,2043.9062353959378,19,15,Wisconsin,2316.4963121270976
2011,65,VCU,2039.0948649594093,28,12,Kansas,2538.1818623869626
2011,66,Colorado,2025.7587890084887,24,14,Texas,2410.642891599333
2011,67,Baylor,2021.1803841575747,18,13,Texas A&M,2238.697679870262
2011,68,USC,2019.619735103663,19,15,Texas,2410.642891599333
2011,69,Southern Miss,2013.495166937417,22,10,California,2085.7253572523086
