season,rank,team,rating,wins,losses,best_win_name,best_win_elo
2018,1,Villanova,2602.6269309693216,36,4,Xavier,2416.0848316131905
2018,2,Virginia,2598.8498085799447,31,3,Duke,2470.9222989284845
2018,3,Duke,2470.9222989284845,29,8,Michigan St,2445.818608618488
2018,4,Purdue,2462.7056947999154,30,7,Michigan,2342.1272968345193
2018,5,Michigan St,2445.818608618488,30,5,Purdue,2462.7056947999154
2018,6,North Carolina,2420.015007481862,26,11,Duke,2470.9222989284845
2018,7,Xavier,2416.0848316131905,29,6,Cincinnati,2402.7677030837
2018,8,Gonzaga,2410.866606086625,32,5,Ohio State,2312.172052438478
2018,9,Cincinnati,2402.7677030837,31,5,Wichita St,2361.136381711179
2018,10,Clemson,2391.905542481098,25,10,North Carolina,2420.015007481862
2018,11,Kansas,2377.8015425186745,31,8,Duke,2470.9222989284845
2018,12,Auburn,2363.277840961056,26,8,Tennessee,2352.894249392788
2018,13,Texas Tech,2362.2860678645898,27,10,Purdue,2462.7056947999154
2018,14,Wichita St,2361.136381711179,25,8,Cincinnati,2402.7677030837
2018,15,West Virginia,2359.359847921629,26,11,Virginia,2598.8498085799447
2018,16,Texas A&M,2354.7625516643293,22,13,North Carolina,2420.015007481862
2018,17,Tennessee,2352.894249392788,26,9,Purdue,2462.7056947999154
2018,18,Michigan,2342.1272968345193,33,8,Purdue,2462.7056947999154
2018,19,TCU,2329.319628229772,21,12,West Virginia,2359.359847921629
2018,20,Nevada,2314.445894602993,29,8,Cincinnati,2402.7677030837
2018,21,Ohio State,2312.172052438478,25,9,Purdue,2462.7056947999154
2018,22,Kentucky,2301.7445395516065,26,11,West Virginia,2359.359847921629
2018,23,Florida,2292.235822293566,21,13,Gonzaga,2410.866606086625
2018,24,Arizona St,2291.2923284575245,20,12,Xavier,2416.0848316131905
2018,25,Seton Hall,2277.3567828615614,22,12,Texas Tech,2362.2860678645898
2018,26,Houston,2272.1021463333695,27,8,Cincinnati,2402.7677030837
2018,27,Florida St,2258.7836455502015,23,12,North Carolina,2420.015007481862
2018,28,Creighton,2254.6540785239426,21,12,Villanova,2602.6269309693216
2018,29,Oklahoma,2252.645676688968,18,14,Kansas,2377.8015425186745
2018,30,Texas,2247.395316372095,19,15,Texas Tech,2362.2860678645898
2018,31,Saint Mary's,2224.2251414084485,30,6,Gonzaga,2410.866606086625
2018,32,Arizona,2220.779533549029,27,8,Texas A&M,2354.7625516643293
2018,33,Arkansas,2218.548626912358,23,12,Auburn,2363.277840961056
2018,34,Rhode Island,2214.9289572635153,26,8,Seton Hall,2277.3567828615614
2018,35,Kansas St,2207.42684022183,25,12,TCU,2329.319628229772
2018,36,Louisville,2206.9445157797177,22,14,Florida St,2258.7836455502015
2018,37,Alabama,2196.5899285096234,20,16,Auburn,2363.277840961056
2018,38,Notre Dame,2196.0113738919445,21,15,Wichita St,2361.136381711179
2018,39,Marquette,2191.095473368926,21,14,Seton Hall,2277.3567828615614
2018,40,Syracuse,2189.3705935892617,23,14,Michigan St,2445.818608618488
2018,41,Butler,2183.3549657957096,21,14,Villanova,2602.6269309693216
2018,42,Missouri,2181.70362926984,20,13,Texas A&M,2354.7625516643293
2018,43,Baylor,2180.362976466348,19,15,Kansas,2377.8015425186745
2018,44,Maryland,2180.3566683991844,19,13,Butler,2183.3549657957096
2018,45,Miami,2171.854703757557,22,10,North Carolina,2420.015007481862
2018,46,Mississippi St,2166.3606601278602,25,12,Texas A&M,2354.7625516643293
2018,47,Boise St,2160.138348456382,23,9,Loyola Chicago,2143.999001113027
2018,48,MTSU,2160.0388011465325,25,8,Western KY,2126.238708610285
2018,49,UCLA,2159.626797684765,21,12,Kentucky,2301.7445395516065
2018,50,NC State,2159.511557902434,21,12,Duke,2470.9222989284845
2018,51,Virginia Tech,2159.0616784325944,21,12,Virginia,2598.8498085799447
2018,52,Loyola Chicago,2143.999001113027,32,6,Tennessee,2352.894249392788
2018,53,Penn State,2128.6780724952814,26,13,Ohio State,2312.172052438478
2018,54,Western KY,2126.238708610285,27,11,Purdue,2462.7056947999154
2018,55,Georgia,2123.1497398672736,18,15,Tennessee,2352.894249392788
2018,56,USC,2118.850696032488,24,12,MTSU,2160.0388011465325
2018,57,Oklahoma St,2115.9701588577386,21,15,Kansas,2377.8015425186745
2018,58,Temple,2115.5731904219656,17,16,Clemson,2391.905542481098
2018,59,Providence,2115.47519115071,21,14,Villanova,2602.6269309693216
2018,60,LSU,2103.638368037163,18,15,Texas A&M,2354.7625516643293
2018,61,Nebraska,2103.2179245967886,22,11,Michigan,2342.1272968345193
2018,62,UCF,2102.7219291700308,19,13,Alabama,2196.5899285096234
2018,63,New Mexico St,2099.7973223998465,28,6,Miami,2171.854703757557
2018,64,Utah,2095.1275314616596,23,12,Arizona St,2291.2923284575245
2018,65,Washington,2091.8332078379967,21,13,Kansas,2377.8015425186745
2018,66,SMU,2087.955915072252,17,16,Wichita St,2361.136381711179
2018,67,St Bonaventure,2084.986057213528,26,8,Rhode Island,2214.9289572635153
2018,68,St John's,2080.2012584299428,16,17,Villanova,2602.6269309693216
2018,69,South Carolina,2065.580524857663,17,16,Auburn,2363.277840961056
2018,70,Oregon,2061.4276898418348,23,13,Arizona St,2291.2923284575245
2018,71,Minnesota,2059.357090376383,15,17,Alabama,2196.5899285096234
2018,72,Murray St,2054.449271734339,26,6,Belmont,1994.367974724496
2018,73,Old Dominion,2035.7021037053182,25,7,Marshall,1885.7434046547016
2018,74,Boston College,2033.734017009158,19,16,Duke,2470.9222989284845
2018,75,UNLV,2032.999729428372,20,13,Nevada,2314.445894602993
2018,76,BYU,2031.4342643424557,24,11,Saint Mary's,2224.2251414084485
2018,77,Buffalo,2027.3035884859837,27,9,Arizona,2220.779533549029
2018,78,San Diego St,2025.2617807955155,22,11,Gonzaga,2410.866606086625
2018,79,Missouri St,2023.4659868164115,18,15,Loyola Chicago,2143.999001113027
2018,80,Iowa State,2020.783316045664,13,18,Texas Tech,2362.2860678645898
2018,81,Fresno St,2018.003526061512,21,11,UNLV,2032.999729428372
2018,82,S Dakota St,2015.438218760148,28,7,Buffalo,2027.3035884859837
2018,83,Wyoming,2014.4104858223848,20,13,Nevada,2314.445894602993
2018,84,Ole Miss,2013.3033884429735,12,20,Florida,2292.235822293566
2018,85,South Dakota,2008.4743113676957,26,9,S Dakota St,2015.438218760148
2018,86,Georgetown,1995.6719911355042,15,15,Seton Hall,2277.3567828615614
2018,87,Belmont,1994.367974724496,24,9,MTSU,2160.0388011465325
2018,88,Vermont,1993.60392475915,27,8,N Kentucky,1964.0450904972736
2018,89,Colorado,1992.2053127034137,17,15,Arizona St,2291.2923284575245
2018,90,UCSB,1988.9707011041276,23,9,Montana,1963.6212636469518
2018,91,Louisiana,1986.4737737610694,27,7,Iowa,1898.8034594237652
2018,92,Stanford,1986.016533270255,19,16,Arizona St,2291.2923284575245
2018,93,Northwestern,1979.7302305666594,15,17,Michigan,2342.1272968345193
2018,94,UNC Greensboro,1974.5466326109988,27,8,NC State,2159.511557902434
2018,95,N Kentucky,1964.0450904972736,22,10,ETSU,1931.9791141582862
2018,96,Montana,1963.6212636469518,26,8,Portland St,1850.5969891588609
2018,97,Wisconsin,1960.2598463297063,15,18,Purdue,2462.7056947999154
2018,98,Utah Valley,1959.0926384797738,23,11,New Mexico St,2099.7973223998465
2018,99,Illinois,1948.820915118283,14,18,Missouri,2181.70362926984
2018,100,Bradley,1941.6845794726833,20,13,Loyola Chicago,2143.999001113027
2018,101,Northern Iowa,1941.6462301324964,16,16,NC State,2159.511557902434
2018,102,Oregon St,1941.4331609683263,16,16,Arizona St,2291.2923284575245
2018,103,Vanderbilt,1939.2753351081888,12,20,TCU,2329.319628229772
2018,104,UConn,1938.161958526857,14,18,Temple,2115.5731904219656
2018,105,Indiana,1937.1384705732407,16,15,Notre Dame,2196.0113738919445
2018,106,Toledo,1933.2141650251954,23,11,Oakland,1842.547956643361
2018,107,ETSU,1931.9791141582862,25,9,UNC Greensboro,1974.5466326109988
2018,108,Tulsa,1930.8538387595859,19,12,Kansas St,2207.42684022183
2018,109,Memphis,1930.2193166321565,21,13,Houston,2272.1021463333695
2018,110,VCU,1915.5011868587858,18,15,Old Dominion,2035.7021037053182
2018,111,Charleston,1911.1102914787052,26,8,Northeastern,1888.050816288053
2018,112,Georgia Tech,1911.0501511781565,13,19,Notre Dame,2196.0113738919445
2018,113,Davidson,1910.313123935886,21,12,Rhode Island,2214.9289572635153
2018,114,Illinois St,1908.8165313263846,18,15,South Carolina,2065.580524857663
2018,115,Tulane,1905.871819285726,14,17,Houston,2272.1021463333695
2018,116,UC Davis,1905.2196384956435,22,11,UCSB,1988.9707011041276
2018,117,SF Austin,1902.6874188990778,28,7,LSU,2103.638368037163
2018,118,Furman,1901.706200390548,23,10,ETSU,1931.9791141582862
2018,119,Iowa,1898.8034594237652,14,19,Minnesota,2059.357090376383
2018,120,San Diego,1897.8703835482347,20,14,New Mexico St,2099.7973223998465
2018,121,Evansville,1890.6265370731214,17,15,Missouri St,2023.4659868164115
2018,122,Northeastern,1888.050816288053,23,10,Vermont,1993.60392475915
2018,123,Marshall,1885.7434046547016,25,11,Wichita St,2361.136381711179
2018,124,Saint Louis,1880.1868852863968,17,16,Virginia Tech,2159.0616784325944
2018,125,S Illinois,1879.716223139021,20,13,Missouri St,2023.4659868164115
2018,126,Idaho,1876.6241230983296,22,9,Montana,1963.6212636469518
2018,127,Towson,1874.0041454576938,18,14,Charleston,1911.1102914787052
2018,128,Rutgers,1869.7045723157562,15,19,Seton Hall,2277.3567828615614
