season,rank,team,rating,wins,losses,best_win_name,best_win_elo
2014,1,Florida,2625.1546110479444,36,3,Kansas,2442.7368433197166
2014,2,Wichita St,2609.351297220059,35,1,Saint Louis,2282.3266509444616
2014,3,Arizona,2608.091527077421,33,5,San Diego St,2381.779423059687
2014,4,Syracuse,2501.663737126476,28,6,Villanova,2437.028697801271
2014,5,Wisconsin,2483.983946980911,30,8,Florida,2625.1546110479444
2014,6,Kansas,2442.7368433197166,25,10,Duke,2375.641856854232
2014,7,Villanova,2437.028697801271,29,5,Kansas,2442.7368433197166
2014,8,Michigan St,2407.0343474322126,29,9,Wisconsin,2483.983946980911
2014,9,San Diego St,2381.779423059687,31,5,Kansas,2442.7368433197166
2014,10,Duke,2375.641856854232,26,9,Syracuse,2501.663737126476
2014,11,Pitt,2371.589551283234,26,10,North Carolina,2292.6093992193532
2014,12,Louisville,2368.659973269439,31,6,Cincinnati,2324.5073511430605
2014,13,Iowa State,2362.972853733134,28,8,Kansas,2442.7368433197166
2014,14,Creighton,2355.443528384735,27,8,Villanova,2437.028697801271
2014,15,Ohio State,2348.321872388395,25,10,Wisconsin,2483.983946980911
2014,16,Virginia,2335.868235501693,30,7,Syracuse,2501.663737126476
2014,17,Michigan,2324.662771301645,28,9,Wisconsin,2483.983946980911
2014,18,Cincinnati,2324.5073511430605,27,7,Pitt,2371.589551283234
2014,19,Kentucky,2316.7145505984136,29,11,Wichita St,2609.351297220059
2014,20,UCLA,2308.2504405594786,28,9,Arizona,2608.091527077421
2014,21,UConn,2301.06369181871,32,8,Florida,2625.1546110479444
2014,22,Oklahoma St,2300.2993792091065,21,13,Kansas,2442.7368433197166
2014,23,Iowa,2299.552057202521,20,13,Ohio State,2348.321872388395
2014,24,North Carolina,2292.6093992193532,24,10,Michigan St,2407.0343474322126
2014,25,Saint Louis,2282.3266509444616,27,7,UMass,2278.0071310353655
2014,26,Gonzaga,2281.3942041465843,29,7,Oklahoma St,2300.2993792091065
2014,27,UMass,2278.0071310353655,24,9,New Mexico,2254.3134059500453
2014,28,Texas,2263.7286056038965,24,11,Kansas,2442.7368433197166
2014,29,Oregon,2261.465205872403,24,10,Arizona,2608.091527077421
2014,30,Oklahoma,2261.020690556463,23,10,Iowa State,2362.972853733134
2014,31,New Mexico,2254.3134059500453,27,7,San Diego St,2381.779423059687
2014,32,Tennessee,2251.8518482737227,24,13,Virginia,2335.868235501693
2014,33,Baylor,2240.7444387651094,26,12,Iowa State,2362.972853733134
2014,34,Missouri,2227.708764652085,23,12,UCLA,2308.2504405594786
2014,35,Florida St,2227.308352219401,22,14,Pitt,2371.589551283234
2014,36,SMU,2220.728782495942,27,10,Cincinnati,2324.5073511430605
2014,37,Memphis,2217.256934982056,24,10,Louisville,2368.659973269439
2014,38,Minnesota,2205.5861397743315,25,13,Wisconsin,2483.983946980911
2014,39,Colorado,2202.91197587168,23,12,Kansas,2442.7368433197166
2014,40,Xavier,2198.605323738613,21,13,Creighton,2355.443528384735
2014,41,G Washington,2195.9853109590276,24,9,Creighton,2355.443528384735
2014,42,Arizona St,2180.660768292321,21,12,Arizona,2608.091527077421
2014,43,VCU,2178.0029574410128,26,9,Virginia,2335.868235501693
2014,44,Arkansas,2166.431093909486,22,12,Kentucky,2316.7145505984136
