season,rank,team,rating,wins,losses,best_win_name,best_win_elo
2025,1,Auburn,2761.69756327448,32,6,Houston,2641.7451990218524
2025,2,Florida,2732.5205030261263,36,4,Auburn,2761.69756327448
2025,3,Duke,2650.994524150104,35,4,Auburn,2761.69756327448
2025,4,Houston,2641.7451990218524,35,5,Duke,2650.994524150104
2025,5,Tennessee,2630.033012686839,30,8,Auburn,2761.69756327448
2025,6,Alabama,2557.979458217025,28,9,Auburn,2761.69756327448
2025,7,St John's,2532.323792512146,31,5,Marquette,2421.639376386041
2025,8,Michigan St,2479.831523669779,30,7,Ole Miss,2452.758309991402
2025,9,Ole Miss,2452.758309991402,24,12,Tennessee,2630.033012686839
2025,10,Wisconsin,2432.930527407259,27,10,Michigan St,2479.831523669779
2025,11,Kentucky,2422.384131348503,24,12,Florida,2732.5205030261263
2025,12,Marquette,2421.639376386041,23,11,Wisconsin,2432.930527407259
2025,13,Maryland,2421.040968870246,27,9,Wisconsin,2432.930527407259
2025,14,Purdue,2413.3218837670192,24,12,Alabama,2557.979458217025
2025,15,Texas A&M,2411.6742848272756,23,11,Auburn,2761.69756327448
2025,16,Texas Tech,2409.1267689772176,28,9,Houston,2641.7451990218524
2025,17,Michigan,2408.827770732496,27,10,Wisconsin,2432.930527407259
2025,18,Memphis,2408.6165436569217,29,6,Michigan St,2479.831523669779
2025,19,Oregon,2407.0759138697335,25,10,Alabama,2557.979458217025
2025,20,Saint Mary's,2405.032559719242,29,6,Gonzaga,2380.17841309175
2025,21,Missouri,2403.644760564801,22,12,Florida,2732.5205030261263
2025,22,Iowa State,2402.850446557322,25,10,Marquette,2421.639376386041
2025,23,Gonzaga,2380.17841309175,26,9,Saint Mary's,2405.032559719242
2025,24,Illinois,2378.2082214362736,22,13,Wisconsin,2432.930527407259
2025,25,New Mexico,2368.6013828883506,27,8,Marquette,2421.639376386041
2025,26,Mississippi St,2357.0698667606935,21,13,Ole Miss,2452.758309991402
2025,27,Louisville,2353.217259956141,27,8,Clemson,2332.8637355905257
2025,28,Kansas,2347.0882174433655,21,13,Duke,2650.994524150104
2025,29,Clemson,2332.8637355905257,27,7,Duke,2650.994524150104
2025,30,Drake,2328.2127885932564,31,4,Missouri,2403.644760564801
2025,31,Oklahoma,2321.3455776109467,20,14,Michigan,2408.827770732496
2025,32,Georgia,2313.72519571027,20,13,Florida,2732.5205030261263
2025,33,Utah State,2311.4970887662407,26,8,Saint Mary's,2405.032559719242
2025,34,Arizona,2291.763503770186,24,13,Texas Tech,2409.1267689772176
2025,35,UCLA,2287.150682115832,23,11,Michigan St,2479.831523669779
2025,36,San Diego St,2268.3611906090127,21,10,Houston,2641.7451990218524
2025,37,Nebraska,2267.278992311066,21,14,Oregon,2407.0759138697335
2025,38,Ohio State,2265.207071947791,17,15,Kentucky,2422.384131348503
2025,39,UConn,2250.720288036186,24,11,Marquette,2421.639376386041
2025,40,North Carolina,2239.0398033384995,23,14,UCLA,2287.150682115832
2025,41,Arkansas,2228.818786771868,22,14,St John's,2532.323792512146
2025,42,Baylor,2226.9879653428675,20,15,St John's,2532.323792512146
2025,43,BYU,2218.8019559629543,26,10,Wisconsin,2432.930527407259
2025,44,Vanderbilt,2217.5723441653176,20,13,Tennessee,2630.033012686839
2025,45,Pitt,2209.1504595839465,17,15,Ohio State,2265.207071947791
2025,46,Indiana,2208.5637540524867,19,13,Michigan St,2479.831523669779
2025,47,Creighton,2207.257198478003,25,11,St John's,2532.323792512146
2025,48,VCU,2205.3880278200445,28,7,George Mason,2135.4056749849287
2025,49,West Virginia,2204.7400552209256,19,13,Iowa State,2402.850446557322
2025,50,Xavier,2182.1159122380336,22,12,Marquette,2421.639376386041
2025,51,Texas,2179.250194485108,19,16,Kentucky,2422.384131348503
2025,52,San Francisco,2172.452219868743,25,10,Saint Mary's,2405.032559719242
2025,53,Boise St,2168.5306935086396,26,11,Saint Mary's,2405.032559719242
2025,54,Iowa,2157.679127173024,17,16,Nebraska,2267.278992311066
2025,55,Wake Forest,2150.626904443166,21,11,Michigan,2408.827770732496
2025,56,SMU,2146.397118364577,24,11,Pitt,2209.1504595839465
2025,57,UC Irvine,2146.2949957769138,32,7,UC San Diego,2132.4827394404915
2025,58,Northwestern,2142.7310140075983,17,16,Maryland,2421.040968870246
2025,59,George Mason,2135.4056749849287,27,9,Dayton,2124.4808508451038
2025,60,UC San Diego,2132.4827394404915,30,5,Utah State,2311.4970887662407
2025,61,USC,2127.7472272534146,17,18,Michigan St,2479.831523669779
2025,62,Dayton,2124.4808508451038,23,11,Marquette,2421.639376386041
2025,63,North Texas,2122.431082590526,27,9,Oregon St,2053.0569951787365
2025,64,UCF,2120.894151021027,20,17,Texas A&M,2411.6742848272756
2025,65,Liberty,2120.1394377423385,28,7,McNeese,2068.466883404644
2025,66,Penn State,2118.214541961433,16,15,Wisconsin,2432.930527407259
2025,67,Arizona St,2112.8304093339257,13,20,Saint Mary's,2405.032559719242
2025,68,Cincinnati,2111.152800681588,19,16,Baylor,2226.9879653428675
2025,69,Nevada,2106.262394641291,17,16,VCU,2205.3880278200445
2025,70,Colorado St,2099.9768698072216,26,10,Memphis,2408.6165436569217
2025,71,LSU,2073.7350872755783,14,18,Oklahoma,2321.3455776109467
2025,72,Washington St,2072.9237339690844,19,15,San Francisco,2172.452219868743
2025,73,Rutgers,2070.5886016070017,15,17,Illinois,2378.2082214362736
2025,74,McNeese,2068.466883404644,28,7,Clemson,2332.8637355905257
2025,75,Bradley,2060.1104648171704,28,9,Drake,2328.2127885932564
2025,76,Oregon St,2053.0569951787365,20,13,Gonzaga,2380.17841309175
2025,77,St Bonaventure,2043.763526397141,22,12,VCU,2205.3880278200445
2025,78,Minnesota,2042.8231651854012,15,17,Michigan,2408.827770732496
2025,79,Utah,2040.7467930086918,16,17,Kansas,2347.0882174433655
2025,80,TCU,2038.8784832915383,16,16,Texas Tech,2409.1267689772176
2025,81,High Point,2038.3766027116892,29,6,North Texas,2122.431082590526
2025,82,Butler,2035.1412534051265,15,20,Mississippi St,2357.0698667606935
2025,83,Florida St,2034.0637432026658,17,15,Pitt,2209.1504595839465
2025,84,Arkansas St,2030.2851909208644,25,11,Memphis,2408.6165436569217
2025,85,Santa Clara,2029.49303490464,21,13,Gonzaga,2380.17841309175
2025,86,Washington,2025.5765659770952,13,18,Maryland,2421.040968870246
2025,87,Kansas St,2018.501901081047,16,17,Iowa State,2402.850446557322
2025,88,Stanford,2018.1353772043808,21,14,North Carolina,2239.0398033384995
2025,89,UNLV,2004.4437140045486,18,15,Utah State,2311.4970887662407
2025,90,South Carolina,1999.3314041875674,12,20,Clemson,2332.8637355905257
2025,91,Villanova,1991.1444133739155,21,15,St John's,2532.323792512146
2025,92,Rhode Island,1990.0834382125133,18,13,George Mason,2135.4056749849287
2025,93,Akron,1989.400555655633,28,7,Kent State,1913.1460831249067
2025,94,Colorado,1978.8628348726745,14,21,UConn,2250.720288036186
2025,95,Grand Canyon,1975.015989569036,26,8,Stanford,2018.1353772043808
2025,96,Oklahoma St,1973.983787236075,17,18,Iowa State,2402.850446557322
2025,97,Virginia,1971.0408259165574,15,17,Pitt,2209.1504595839465
2025,98,Saint Joseph's,1970.2722106997114,22,13,Texas Tech,2409.1267689772176
2025,99,Georgetown,1970.2267626249086,18,16,Creighton,2207.257198478003
2025,100,Samford,1968.782440527021,22,11,Chattanooga,1912.2044531391457
2025,101,Troy,1967.6190449615021,23,11,Arkansas St,2030.2851909208644
2025,102,Wichita St,1962.3376259130546,19,15,Memphis,2408.6165436569217
