season,rank,team,rating,wins,losses,best_win_name,best_win_elo
2023,1,Purdue,2535.0815092181524,29,6,Gonzaga,2397.599910543201
2023,2,Houston,2496.497510005113,33,4,Saint Mary's,2350.8451297177667
2023,3,UConn,2470.351518154054,31,8,Alabama,2440.946908442787
2023,4,Alabama,2440.946908442787,31,6,Houston,2496.497510005113
2023,5,Kansas,2426.4169067623106,28,8,Texas,2382.306855959469
2023,6,Gonzaga,2397.599910543201,31,6,Alabama,2440.946908442787
2023,7,Marquette,2386.4276921120263,29,7,UConn,2470.351518154054
2023,8,Texas,2382.306855959469,29,9,Kansas,2426.4169067623106
2023,9,Saint Mary's,2350.8451297177667,27,8,Gonzaga,2397.599910543201
2023,10,Virginia,2343.0098183960636,26,8,Baylor,2307.271978317728
2023,11,Xavier,2342.8667734431074,27,10,UConn,2470.351518154054
2023,12,Miami,2338.495145411459,30,8,Houston,2496.497510005113
2023,13,UCLA,2338.0837716995443,31,6,Arizona,2322.9198395992444
2023,14,Tennessee,2322.9413594739913,25,11,Alabama,2440.946908442787
2023,15,Arizona,2322.9198395992444,28,7,UCLA,2338.0837716995443
2023,16,Kansas St,2308.659185748744,26,10,Kansas,2426.4169067623106
2023,17,TCU,2307.7663890713634,22,13,Kansas,2426.4169067623106
2023,18,Baylor,2307.271978317728,23,11,Kansas,2426.4169067623106
2023,19,FAU,2306.7524276029026,35,4,Tennessee,2322.9413594739913
2023,20,San Diego St,2291.3605073095664,32,7,Alabama,2440.946908442787
2023,21,Utah State,2290.518772444188,26,9,Boise St,2206.8051885240147
2023,22,Memphis,2269.655334701488,26,9,Houston,2496.497510005113
2023,23,Duke,2267.499504561768,27,9,Virginia,2343.0098183960636
2023,24,West Virginia,2258.9568878324285,19,15,Kansas St,2308.659185748744
2023,25,Arkansas,2258.5952194434985,22,14,Kansas,2426.4169067623106
2023,26,Iowa State,2251.6121467607927,20,14,Kansas,2426.4169067623106
2023,27,Indiana,2232.3939419022354,23,12,Purdue,2535.0815092181524
2023,28,Maryland,2229.377856794806,22,13,Purdue,2535.0815092181524
2023,29,Auburn,2219.744752743578,21,13,Tennessee,2322.9413594739913
2023,30,North Carolina,2217.4172022027565,20,13,Virginia,2343.0098183960636
2023,31,Missouri,2215.536674338019,25,10,Tennessee,2322.9413594739913
2023,32,Illinois,2210.697430921971,21,13,Texas,2382.306855959469
2023,33,Creighton,2207.8695819520267,24,13,UConn,2470.351518154054
2023,34,Boise St,2206.8051885240147,24,10,San Diego St,2291.3605073095664
2023,35,NC State,2200.590726708595,23,11,Miami,2338.495145411459
2023,36,Michigan St,2197.6031282775853,22,13,Marquette,2386.4276921120263
2023,37,Charleston,2194.5568874224823,31,4,Virginia Tech,2150.0845716152508
2023,38,Providence,2182.5192334061103,21,12,UConn,2470.351518154054
2023,39,Northwestern,2181.5734901644696,23,13,Purdue,2535.0815092181524
2023,40,Penn State,2179.1299284050224,23,14,Indiana,2232.3939419022354
2023,41,Kentucky,2178.9554830877914,22,12,Tennessee,2322.9413594739913
2023,42,Michigan,2173.7905202462844,18,16,Maryland,2229.377856794806
2023,43,Rutgers,2171.88591940272,19,15,Purdue,2535.0815092181524
2023,44,North Texas,2171.1955889617557,31,7,Wisconsin,2171.0115140966564
2023,45,Wisconsin,2171.0115140966564,21,16,Marquette,2386.4276921120263
2023,46,Iowa,2169.0462620111357,20,14,Iowa State,2251.6121467607927
2023,47,New Mexico,2157.4028577560766,23,13,Saint Mary's,2350.8451297177667
2023,48,Oklahoma,2156.65180053635,15,17,Alabama,2440.946908442787
2023,49,Arizona St,2151.2855536923453,23,13,Arizona,2322.9198395992444
2023,50,Virginia Tech,2150.0845716152508,19,15,Virginia,2343.0098183960636
2023,51,Nevada,2147.124063897954,22,11,San Diego St,2291.3605073095664
2023,52,Mississippi St,2133.8067000733654,21,13,Marquette,2386.4276921120263
2023,53,Clemson,2129.093758617512,23,11,Duke,2267.499504561768
2023,54,UAB,2123.4739531988407,29,10,FAU,2306.7524276029026
2023,55,Oklahoma St,2111.4744397454347,20,16,TCU,2307.7663890713634
2023,56,UNLV,2109.371468141239,19,13,New Mexico,2157.4028577560766
2023,57,Oral Roberts,2107.887732646696,31,5,Liberty,2028.4505778644523
2023,58,Pitt,2102.2222819129347,24,12,Virginia,2343.0098183960636
2023,59,Santa Clara,2100.9286016590495,23,10,Boise St,2206.8051885240147
2023,60,USC,2099.3891303636933,22,11,UCLA,2338.0837716995443
2023,61,Ohio State,2098.3117160993397,16,19,Maryland,2229.377856794806
2023,62,Wake Forest,2097.5450489938767,19,14,Duke,2267.499504561768
2023,63,St John's,2092.687281760502,18,15,UConn,2470.351518154054
2023,64,VCU,2078.9882715952667,27,8,Pitt,2102.2222819129347
2023,65,Kent State,2073.11874564163,28,7,Toledo,1941.3524573946875
2023,66,UCF,2070.909564174868,19,15,Memphis,2269.655334701488
2023,67,Utah Valley,2070.898502943746,28,9,New Mexico,2157.4028577560766
2023,68,Texas A&M,2067.6473998752463,25,10,Alabama,2440.946908442787
2023,69,Florida,2064.3687944569374,16,17,Tennessee,2322.9413594739913
2023,70,Colorado,2062.6671434031937,18,17,Tennessee,2322.9413594739913
2023,71,Oregon,2061.923203737234,21,15,Arizona,2322.9198395992444
2023,72,Marshall,2061.4022925777767,24,8,Southern Miss,2053.149967787595
2023,73,Southern Miss,2053.149967787595,25,8,Louisiana,2034.089356586215
2023,74,Saint Louis,2040.842376461803,21,12,Memphis,2269.655334701488
2023,75,Louisiana,2034.089356586215,26,8,Marshall,2061.4022925777767
2023,76,Drake,2031.8864733190348,27,8,Mississippi St,2133.8067000733654
2023,77,Liberty,2028.4505778644523,27,9,Villanova,1963.4027127402392
2023,78,Texas Tech,2027.514958115105,16,16,Texas,2382.306855959469
2023,79,Seton Hall,2015.6858006811055,17,16,UConn,2470.351518154054
2023,80,Nebraska,2009.2448527162758,16,16,Maryland,2229.377856794806
2023,81,Utah,2006.2603634227414,17,15,Arizona,2322.9198395992444
2023,82,Cincinnati,2005.4005671909574,23,13,Virginia Tech,2150.0845716152508
2023,83,Yale,2004.3940852002531,21,9,Hawai'i,1930.5431697120425
2023,84,Sam Houston,2004.360840067886,26,9,Oklahoma,2156.65180053635
2023,85,BYU,2001.7387471652619,19,15,Creighton,2207.8695819520267
2023,86,Iona,2000.974235325883,27,8,Saint Louis,2040.842376461803
2023,87,Dayton,1998.3421979613536,22,12,VCU,2078.9882715952667
2023,88,Butler,1998.0094320163098,14,18,Xavier,2342.8667734431074
2023,89,Vanderbilt,1996.9275312993582,22,15,Tennessee,2322.9413594739913
2023,90,Ole Miss,1995.4786787528694,12,21,FAU,2306.7524276029026
2023,91,Hofstra,1976.1049000388375,25,10,Charleston,2194.5568874224823
2023,92,Washington,1975.0724137801578,16,16,Saint Mary's,2350.8451297177667
2023,93,UC Irvine,1968.205749550287,23,12,Oregon,2061.923203737234
2023,94,Fordham,1967.1887134166018,25,8,Saint Louis,2040.842376461803
2023,95,Villanova,1963.4027127402392,17,17,Xavier,2342.8667734431074
2023,96,San José St,1962.3300356649333,21,14,Utah State,2290.518772444188
2023,97,Georgia,1960.9568506020917,16,16,Auburn,2219.744752743578
2023,98,UNC Wilmington,1950.6682194086663,24,10,North Texas,2171.1955889617557
2023,99,Tulane,1949.4008805503493,22,11,Memphis,2269.655334701488
2023,100,Duquesne,1946.6758232078703,20,13,VCU,2078.9882715952667
2023,101,James Madison,1946.0791448978553,22,11,Marshall,2061.4022925777767
2023,102,LSU,1946.0535666397786,14,19,Arkansas,2258.5952194434985
2023,103,Syracuse,1945.426976785701,17,15,NC State,2200.590726708595
2023,104,Bradley,1944.8524729299895,25,10,Drake,2031.8864733190348
2023,105,San Francisco,1941.8169518056102,20,14,Arizona St,2151.2855536923453
2023,106,Toledo,1941.3524573946875,27,8,UAB,2123.4739531988407
2023,107,LMU,1939.477965565984,19,12,Gonzaga,2397.599910543201
2023,108,Charlotte,1939.09766684921,22,14,Boise St,2206.8051885240147
2023,109,Grand Canyon,1935.3827713687654,25,12,Sam Houston,2004.360840067886
2023,110,Furman,1933.2312249245056,28,8,Virginia,2343.0098183960636
2023,111,Hawai'i,1930.5431697120425,22,11,UC Irvine,1968.205749550287
2023,112,Washington St,1928.2535364234002,17,17,Arizona,2322.9198395992444
2023,113,Princeton,1917.6821396718374,23,9,Arizona,2322.9198395992444
2023,114,FGCU,1916.8631423094814,17,15,USC,2099.3891303636933
2023,115,Santa Barbara,1910.401514550769,27,8,UC Irvine,1968.205749550287
2023,116,Davidson,1908.5010443065655,16,16,Fordham,1967.1887134166018
2023,117,Cornell,1903.699254993746,17,11,Yale,2004.3940852002531
2023,118,Temple,1902.062751297825,16,16,Houston,2496.497510005113
2023,119,Seattle U,1897.2796257538644,20,12,Utah Valley,2070.898502943746
2023,120,Colorado St,1887.9737165947317,15,18,Saint Mary's,2350.8451297177667
2023,121,George Mason,1880.222435764001,20,13,Dayton,1998.3421979613536
2023,122,Wichita St,1880.0864232764561,17,15,Tulane,1949.4008805503493
2023,123,Kennesaw St,1878.8753932600835,26,9,Liberty,2028.4505778644523
2023,124,Richmond,1873.2902501166523,15,18,Saint Louis,2040.842376461803
2023,125,UMass Lowell,1871.384218553347,26,8,UMass,1855.1880437921343
2023,126,Indiana St,1869.6319159065913,23,13,Drake,2031.8864733190348
2023,127,Southern Utah,1868.5342780433298,24,13,Utah Valley,2070.898502943746
2023,128,Colgate,1868.33182342714,26,9,Syracuse,1945.426976785701
2023,129,Towson,1863.84822232237,21,12,Hofstra,1976.1049000388375
2023,130,Akron,1860.1682695280479,22,11,Kent State,2073.11874564163
2023,131,UMass,1855.1880437921343,15,16,Colorado,2062.6671434031937
2023,132,MTSU,1855.17476634812,19,14,FAU,2306.7524276029026
2023,133,DePaul,1851.6523975391365,10,23,Xavier,2342.8667734431074
2023,134,Quinnipiac,1848.0235764726967,20,12,Iona,2000.974235325883
2023,135,Notre Dame,1846.3545561389167,11,21,Michigan St,2197.6031282775853
2023,136,Troy,1845.85189396362,20,13,Louisiana,2034.089356586215
2023,137,Georgia Tech,1841.4366776040008,15,18,Miami,2338.495145411459
2023,138,Boston College,1841.1903622614213,16,17,Virginia,2343.0098183960636
2023,139,S Illinois,1837.527126239217,23,10,Oklahoma St,2111.4744397454347
2023,140,Old Dominion,1835.8529204358983,19,12,Marshall,2061.4022925777767
2023,141,Stanford,1835.6877871232764,14,19,Arizona,2322.9198395992444
2023,142,Cal East Bay,1827.8432124671576,1,0,Pacific,1662.8433732863964
2023,143,UNC Asheville,1824.1648685942191,27,8,UCF,2070.909564174868
2023,144,Youngstown St,1821.8190321086643,24,10,N Kentucky,1791.1153012100162
2023,145,Montana St,1819.8802150229953,25,10,Southern Utah,1868.5342780433298
2023,146,Portland,1818.50197906108,14,19,Villanova,1963.4027127402392
2023,147,UC Riverside,1815.790648760799,22,12,LMU,1939.477965565984
2023,148,Tarleton St,1815.5882733109163,18,18,Utah Valley,2070.898502943746
